No,Disease,Question,Answer1,Answer2,Answer3,Answer4
314,茲卡病毒感染症,茲卡病毒感染症傳染途徑為何？,主要是人被帶有茲卡病毒的病媒蚊叮咬後於血液中存在茲卡病毒期間再被病媒蚊叮咬，病毒在病媒蚊體內增殖，而當牠再叮咬其他健康人時，這個健康的人就會感染茲卡病毒,在臺灣，可傳播茲卡病毒的病媒蚊為埃及斑蚊及白線斑蚊；此外，也可經由性行為或母嬰垂直傳染，也可能會發生輸血傳染,,
315,茲卡病毒感染症,茲卡病毒感染症潛伏期和可傳染期,潛伏期通常為3至14天,病患在發病當天到發病後7天為病毒血症期，此時期?病媒蚊吸取病患的血液，病毒在病媒蚊體內繁殖後，具有傳播病毒的能力,,
316,茲卡病毒感染症,茲卡病毒感染症流行地區有哪些,目前疫情主要集中美洲、大洋洲、東南亞及非洲地區逾80國，歐洲地區亦有境外移入病例發生 茲卡病毒以往只在非洲及亞洲發現散發的人類病例,2007年在密克羅尼西亞聯邦的雅蒲島爆發群聚疫情，是全球首度在亞洲及非洲以外的地區發生。之後於2013年10月的法屬玻里尼西亞等南太平洋島嶼地區流行,最近一波疫情開始於2015年5月，世界衛生組織(WHO)證實巴西東北部出現本土的茲卡病毒感染確診病例，為美洲地區首例,
317,茲卡病毒感染症,如何預防茲卡病毒感染症,如須前往疫區，應做好防蚊措施(使用經政府機關核可含DEET或Picaridin的防蚊液、穿著長袖淺色衣褲、選擇裝有紗窗或空調設備的居住場所，避免病媒蚊叮咬)；另建議懷孕或計畫懷孕婦女如無必要應暫緩前往疫區,"離開疫區後應注意：
 1.28天內暫緩捐血
 2.持續使用防蚊液至少3週
 3. 6個月內採取安全性行為 
 4.女性建議延後至少6個月懷孕 
 5.持續自主健康監測至少2週
 6.有任何疑似症狀，應儘速就醫，並告知旅遊史",,
318,茲卡病毒感染症,除了接種或投藥外的茲卡病毒感染症預防方法,做好防蚊措施（利用蚊帳、妥善使用政府機關核可含DEET或Picaridin之防蚊液、以及穿著淺色長袖衣褲等）,,,
319,茲卡病毒感染症,何時需要進行茲卡病毒感染症的預防接種或投藥,目前無疫苗或藥物可預防，得病後僅能症狀治療，建議你事先做好防蚊措施來保護自己！,,,
320,茲卡病毒感染症,接種茲卡疫苗需要額外付費嗎？,茲卡病毒感染症目前沒有疫苗可以預防，建議你事先做好防蚊措施來保護自己！,,,
321,茲卡病毒感染症,疑似感染茲卡病毒感染症了怎麼辦？,從茲卡病毒感染症流行地區返國後，均應自主健康監測至少2週，如有任何疑似症狀，應儘速就醫，並告知醫師旅遊史，以利醫師診斷，或前往當地衛生局（所）自主通報,或打免付費1922（或0800-001922）防疫專線洽詢,,
322,茲卡病毒感染症,罹患茲卡病毒感染症要注意什麼？,"1.防蚊隔離：確診為茲卡病毒感染症，發病期間要待在蚊帳內或室內，避免被蚊子叮咬造成次波傳染
 2.暫緩捐血：痊癒無症狀後28日或血液病毒核酸檢驗陰性，才可再捐血
 3.安全性行為：男性和女性均應採取安全性行為至少6個月，若男性的性伴侶為孕婦，則性行為時應戴保險套至性伴侶分娩
 4.延後懷孕：女性建議延後至少6個月懷孕
 5.胎兒追蹤檢查：懷孕婦女應告知醫師流行地區活動史或相關暴露史，並每4週定期進行胎兒超音波檢查，以追蹤胎兒生長情形",,,
323,茲卡病毒感染症,罹患茲卡病毒感染症有需要隔離？,病人發病當天至發病後7天，或血液病毒核酸檢驗陰性之前，應避免被病媒蚊叮咬，住處應加裝紗窗、紗門，病人應睡在蚊帳內，離開蚊帳時應使用防蚊液,,,
324,茲卡病毒感染症,我需要作茲卡病毒感染症篩檢嗎？,如果於旅遊期間或回國2週後均無疑似茲卡病毒感染症狀，無需檢驗,如果有流行地區旅遊史且有出現疑似症狀，應儘速就醫，並告知醫師旅遊史，由醫師向主管機關通報，並採集尿液及血清檢體送疾病管制署實驗室檢驗,,
325,茲卡病毒感染症,疑似罹患茲卡病毒感染症要去哪裡就醫？,返國入境後應觀察健康情形至少2週，如有疑似症狀應儘速就醫，並主動告知醫師出國旅遊及活動史，以利醫師診斷，或前往當地衛生局（所）自主通報,亦可撥打免付費1922（或0800-001922）防疫專線洽詢,,
326,茲卡病毒感染症,茲卡病毒感染症要怎麼治療？,目前感染茲卡病毒並無抗病毒藥物可治療，建議依症狀給予支持性治療，並讓病患獲得充足的休息,可用乙醯氨基酚(Acetaminophen) 解熱劑解除部分不適感，使用抗組織胺解除病患因為丘疹而造成的搔癢，並補充足夠的水分。通常在感染後一週左右就會自行痊癒,"但如需退燒，請勿使用阿斯匹靈(Aspirin)或任何非類固醇消炎劑 (Non-steroidal anti-inflammatory drugs , NSAIDs)",
327,屈公病,什麼是屈公病？,屈公病是被帶有屈公病毒的病媒蚊叮咬所引起的急性傳染病，主要分布在非洲、亞洲及美洲,,,
328,屈公病,屈公病會有什麼症狀？,主要症狀為突然發燒、關節疼痛或關節炎、頭痛、噁心、疲倦、肌肉疼痛,約半數的病患會出現皮疹，症狀持續約3～7天，部分患者從發病開始出現嚴重的關節痛，並持續數個月,,
329,屈公病,罹患屈公病的嚴重性？,屈公病較少見致死的案例，大部分患者在1週內可康復，部分患者從發病開始出現嚴重的關節痛，並持續數個月,,,
330,屈公病,屈公病有哪些高風險族群,新生兒於出生時感染屈公病毒、65歲以上的年長者、患高血壓、糖尿病或心血管疾病者都是重症的高危險群,,,
331,屈公病,屈公病傳染途徑為何？,屈公病是由病媒蚊傳播的疾病，人不會直接傳染給人。臺灣以埃及斑蚊及白線斑蚊為主要的傳播媒介,,,
332,屈公病,屈公病潛伏期和可傳染期,病患在發病前2天至發病後約5天，血液中會有屈公病毒活動，即為病毒血症期，也就是可傳染期,此時期若病媒蚊吸取病患的血液，病毒會在蚊體內繁殖，使此病媒蚊具有傳播病毒的能力,,
333,屈公病,屈公病流行地區有哪些,主要分布於非洲撒哈拉沙漠以南、亞洲及南美洲等熱帶及亞熱帶地區。近幾年，由於經貿發展及人口遷移等因素，流行地區已逐漸擴大,目前屈公病疫情已經擴展到亞洲、非洲、歐洲及美洲超過60個國家,,
334,屈公病,如何預防屈公病,平時應養成清除容器內積水的習慣，以避免積水容器變成病媒蚊的孳生源，在住屋加裝紗窗及紗門，作好防蚊措施,如到屈公病高風險地區出遊時，應穿著淺色的長袖衣褲，並在裸露部位要塗抹政府機關核可含DEET或Picaridin之防蚊藥劑，以避免被病媒蚊叮咬,,
335,屈公病,除了接種或投藥外的屈公病預防方法,平時應養成清除容器內積水的習慣，以避免積水容器變成病媒蚊的孳生源，在住屋加裝紗窗及紗門，作好防蚊措施,如到屈公病高風險地區出遊時，應穿著淺色的長袖衣褲，並在裸露部位要塗抹政府機關核可含DEET或Picaridin之防蚊藥劑，以避免被病媒蚊叮咬,,
336,屈公病,接種屈公病疫苗需要額外付費嗎？,屈公病目前沒有疫苗可以預防，建議你事先做好防蚊措施來保護自己！,,,
337,屈公病,疑似感染屈公病了怎麼辦？,出現疑似症狀時，請儘速至附近醫療院所就醫,,,
338,屈公病,罹患屈公病要注意什麼？,請依照醫護人員指示進行治療或隔離；並避免自己再受到病媒蚊叮咬，以防病毒傳播,,,
339,屈公病,罹患屈公病有需要隔離？,病人在燒退之前應預防被病媒蚊叮咬，住處應加裝紗窗、紗門，病人應睡在蚊帳內，如離開蚊帳時應噴灑防蚊液,,,
340,屈公病,疑似罹患屈公病要去哪裡就醫？,出現疑似症狀時，請儘速至附近醫療院所就醫,,,
341,屈公病,屈公病要怎麼治療？,目前沒有特效藥物可治療屈公病，採取支持性療法,可使用乙醯胺酚(acetaminophen)等藥物舒緩病人的疼痛與發燒,阿斯匹靈 (aspirin) 應避免使用，以減少出血的可能性,
342,西尼羅熱,什麼是西尼羅熱？,西尼羅熱是一種由西尼羅病毒所引起的急性傳染病，病原為西尼羅病毒（West Nile virus；簡稱WNV）,,,
343,西尼羅熱,西尼羅熱會有什麼症狀？,大約80%被感染後不會有症狀。通常西尼羅熱病人會有包括發燒、頭痛、疲倦、關節疼痛、肌肉酸痛、紅疹、淋巴腺腫大、腸胃道症狀,約1%感染者會併發侵犯神經系統的腦膜炎、腦炎或急性無力性麻痺症候群，一旦有此類神經併發症，致死率約10%,,
344,西尼羅熱,罹患西尼羅熱的嚴重性？,約1%感染者會併發侵犯神經系統的腦膜炎、腦炎或急性無力性麻痺症候群，一旦有此類神經併發症，致死率約10%,,,
345,西尼羅熱,西尼羅熱有哪些高風險族群,"1.前往西尼羅熱流行地區的民眾
2.在病媒蚊孳生較多的場所居住或活動的民眾",,,
346,西尼羅熱,西尼羅熱傳染途徑為何？,主要經由病媒蚊之叮咬傳染，不會直接經由人或其他哺乳類動物傳染給人。病媒蚊的感染大部分來自鳥類。臺灣可能傳播西尼羅熱的蚊種以家蚊屬為主,其他文獻報告過可能的傳染途徑有：經由器官移植或是輸血而傳染；受感染婦女經由胎盤或哺乳傳給小孩；也曾經有發生過實驗室人員因操作不慎而被感染的例子,,
347,西尼羅熱,西尼羅熱潛伏期和可傳染期,西尼羅熱的潛伏期通常為2~6天，最長可達14天,罹病的人、馬及其他哺乳動物因無法發展成高力價病毒血症 (high-level viremia)，故不會再將病毒傳染給病媒蚊,,
348,西尼羅熱,西尼羅熱流行地區有哪些,主要流行地區在非洲的部分地區、中東地區及美洲，也曾經在埃及、希臘、以色列、印度、法國、羅馬尼亞、捷克、澳洲等地區流行,發生地點主要在鄉村地區，偶而也會在城市及郊區爆發流行,,
349,西尼羅熱,如何預防西尼羅熱,前往西尼羅熱流行國家，應瞭解該地西尼羅熱感染相關資訊，並採取防蚊措施，像是利用蚊帳、妥善使用政府機關核可含DEET或Picaridin之防蚊液、以及穿著淺色長袖衣褲等,如果發現死鳥，請勿空手接觸或清除死鳥。若有大量禽鳥死亡，應與當地衛生或農政主管機關聯絡處理,於病媒蚊密度高的地區，用經行政院環境保護署許可用於防治病媒蚊幼蟲之一般環境用藥，以降低居家病媒蚊密度,
350,西尼羅熱,除了接種或投藥外的西尼羅熱預防方法,宣導民眾做好環境管理，以及避免被病媒蚊叮咬，包括：住屋加裝紗窗、紗門，出入高感染地區宜穿著長袖衣褲、以及在裸露部位使用政府機關核可含DEET或Picaridin之防蚊藥劑,如果發現死鳥，請勿空手接觸或清除死鳥。若有大量禽鳥死亡，應與當地衛生或農政主管機關聯絡處理,,
351,西尼羅熱,接種西尼羅熱疫苗需要額外付費嗎？,西尼羅熱目前沒有疫苗可以預防，建議你事先做好防蚊措施來保護自己！,,,
352,西尼羅熱,疑似感染西尼羅熱了怎麼辦？,如果被病媒蚊叮咬後出現發燒、頭痛、疲倦、關節疼痛、肌肉酸痛、紅疹、淋巴腺腫大、腸胃道症狀的現象，應儘速就醫並告知醫師旅遊史,,,
353,西尼羅熱,罹患西尼羅熱要注意什麼？,自西尼羅病毒流行區離境日起一個月內者，或感染西尼羅病毒痊癒後未逾四個月，應暫緩捐血，以防範輸血感染西尼羅病毒,,,
354,西尼羅熱,疑似罹患西尼羅熱要去哪裡就醫？,如果被病媒蚊叮咬後出現發燒、頭痛、疲倦、關節疼痛、肌肉酸痛、紅疹、淋巴腺腫大、腸胃道症狀的現象，請儘速至附近醫療院所就醫，並告知醫師旅遊史,,,
355,西尼羅熱,西尼羅熱要怎麼治療？,目前並無特定的治療方法，以支持性療法為主,,,
356,恙蟲病,什麼是恙蟲病？,恙蟲病又稱為叢林型斑疹傷寒，是由立克次體引起的急性傳染病，可經由感染立克次體的恙蟲叮咬傳播,,,
357,恙蟲病,恙蟲病會有什麼症狀？,症狀包括發燒、惡寒、頭痛、背痛及肌肉痛、淋巴結腫大、出疹等，通常在恙蟲叮咬的部位，會形成特有的洞穿式皮膚潰瘍型焦痂（eschar）,一週後皮膚出現紅色斑狀丘疹，有時會併發肺炎或肝功能異常。在沒有經過適當治療的病患中，死亡率可高達60%,,
358,恙蟲病,罹患恙蟲病的嚴重性？,若不用抗生素治療，發燒約可持續 14 天，嚴重者可能會發生器官衰竭和出血，在沒有經過適當治療的病患中，死亡率可高達60%,,,
359,恙蟲病,恙蟲病有哪些高風險族群,於恙蟲流行地區（特別是草叢區域）活動者,,,
360,恙蟲病,恙蟲病傳染途徑為何？,恙蟲會停留於草叢中，伺機攀附到經過的動物或人類身上，如果遭具傳染性的恙?幼蟲叮咬，會經由恙蟲的唾液而感染恙蟲病，但不會直接由人傳染給人,,,
361,恙蟲病,恙蟲病潛伏期和可傳染期,潛伏期為 6～21天，通常為9～12天。人為恙蟲病的偶然宿主，不會經由人直接傳染給人,,,
362,恙蟲病,恙蟲病的國內流行期,全年皆有恙蟲病病例發生，歷年通報數自4至5月開始呈現上升，6至7月達高峰，9至10月出現第二波流行,,,
