縣市,鄉鎮市區,機構類別,醫事機構代碼,合約醫療院所名稱,接種時間,聯絡電話,地址,公費疫苗,自費疫苗
高雄市,苓雅區,合約院所,3502080214,安田婦產科診所,"週一-週五:
9:00-12:00
15:00-18:00
18:30-21:30
週六:
9:00-12:00
15:00-18:00

",07-7255167,高雄市苓雅區三多二路353號,B型肝炎疫苗、B型肝炎免疫球蛋白,人類乳突病毒(HPV)疫苗(9價)、成人百日咳疫苗
高雄市,苓雅區,合約院所,3502083626,吳玉衡小兒科診所,"週一-週六:
9:30-11:30
16:30-18:00
19:00-20:45",07-7234526,高雄市苓雅區青年一路1-17號1樓,各項常規疫苗、A型肝炎疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、人類乳突病毒(HPV)疫苗(2價.9價)
高雄市,苓雅區,合約院所,3502081551,蔡小兒科診所,"週一-週六:
8:00-11:00
18:00-21:00",07-7238382,高雄市苓雅區林泉街19號,各項常規疫苗、A型肝炎疫苗、人類乳突病毒(HPV)疫苗(2價),無
高雄市,苓雅區,合約院所,3502083546,童春診所,"週一-週五:
8:00-12:00
18:00-21:00
週六:
8:00-12:00",07-7210983,高雄市苓雅區武慶三路98號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、人類乳突病毒(HPV)疫苗(2價)、PPV(23價),B型肝炎疫苗、輪狀病毒疫苗、人類乳突病毒(HPV)疫苗(2價.9價)、13PCV
高雄市,苓雅區,合約院所,3502083911,小太陽診所,"週一-週五:
8:00-12:00
15:00-18:00
18:30-21:30
週六:
8:00-12:00
周日:
18:30-21:30
週日:
18:30-21:30
",07-2267753,高雄市苓雅區和平一路150號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、人類乳突病毒(HPV)疫苗(2價),幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、水痘疫苗、帶狀皰疹疫苗、麻疹腮腺炎德國麻疹混合疫苗(MMR)、人類乳突病毒(HPV)疫苗(4價.9價)、日本腦炎疫苗、成人百日咳疫苗、流感疫苗(4價)、
高雄市,苓雅區,合約院所,3502083395,邱靖媛小兒專科診所,"週一-週六:
8:30-12:00
",07-7215153,高雄市苓雅區大順三路172號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、人類乳突病毒(HPV)疫苗(2價)、PPV(23價),幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、水痘疫苗、麻疹腮腺炎德國麻疹混合疫苗(MMR)、人類乳突病毒(HPV)疫苗(2價.9價)、日本腦炎疫苗、Tdap疫苗、
高雄市,苓雅區,合約院所,3507350060,宇安診所,"週一-週五:
8:30-12:00
16:00-18:00
18:30-21:30
週六:
8:30-12:00",07-7511779,高雄市苓雅區四維二路94-18號,各項常規疫苗、A型肝炎疫苗、育齡婦女MMR、人類乳突病毒(HPV)疫苗(2價),幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹病毒疫苗、日本腦炎疫苗、人類乳突病毒疫苗(9價)、水痘
高雄市,苓雅區,合約院所,3502082209,劉永豐診所,"週一-週五:
8:30-12:00
14:00-18:00
18:00-21:00
週六:
8:30-12:00",07-7492636,高雄市苓雅區建國一路15-1號,各項常規疫苗、PPV(23價),"B型肝炎疫苗、13PCV、23PPV、帶狀皰疹疫苗、麻疹腮腺炎德國麻疹混合疫苗(MMR)、人類乳突病毒疫苗(9價)、破傷風疫苗、流感疫苗(4價)、水痘
"
高雄市,前鎮區,合約院所,1507360028,新正薪醫院,"1.週一至週五
早上：09:00-12:00
下午：14:30-17:30
晚上：18:30-21:30
2.週六
早上：09:00-12:00
下午：14:30-17:30
3.週日
早上：09:00-12:00
4.卡介苗
週一早上：10:00-11:20
週四下午：14:30-15:50
※週二、三、五接種日本腦炎
※季節性流感疫苗待院內公告接種時間",07-9705335,高雄市前鎮區竹南里一心一路233號,各項常規疫苗、卡介苗、B型肝炎免疫球蛋白、育齡婦女MMR,成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV疫苗、DPT(大人)
高雄市,前鎮區,合約院所,3502090514,林正宗診所,"週一至週六
上午：8:30-12:00
下午：17:30-21:00",07-3303615,高雄市前鎮區興東里一心一路404號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV疫苗、MMR疫苗
高雄市,前鎮區,合約院所,3502091039,劉志明耳鼻喉科診所,"1.週一至週五
上午：8:20-12:00
下午：14:30-18:00
晚上：19:00-21:30
2.週六
上午：8:20-12:00
下午：15:00-18:00
晚上：19:00--21:30
",07-3363311,高雄市前鎮區興東里一心一路482號,各項常規疫苗、育齡婦女MMR,輪狀病毒疫苗
高雄市,前鎮區,合約院所,1502090209,吳昆哲婦產小兒科醫院,"1.週一至週日:早上8:00-12:00
2.施打卡介苗施打時間:週二、五早上10:00-11:30
3.麻疹腮腺炎德國麻疹混合疫苗施打時間:週三、週日:早上
",07-3319611,高雄市前鎮區民權二路430號,各項常規疫苗、卡介苗、B型肝炎免疫球蛋白、育齡婦女MMR,幼兒A型肝炎疫苗、13PCV、輪狀病毒疫苗
高雄市,前鎮區,合約院所,3502097997,上晴診所,"週一至週六:早上9:00-11:30，下午15:00-17:30，晚上19:00-20:40
(週二、週六早上、週三晚上休診)
",07-7249449,高雄市前鎮區瑞北路88號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、B型肝炎疫苗、輪狀病毒疫苗
高雄市,前鎮區,合約院所,3502097835,昭哲診所,"週一.二.四.五.六
早上8:30-12:00，下午16:00-18:30，晚上19:00-21:30
",07-7136366,高雄市前鎮區瑞華里永豐路214號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹疫苗、MMR疫苗、VAR疫苗、HPV疫苗(4價及9價)
高雄市,前鎮區,合約院所,3502098163,蕭基昌耳鼻喉科診所,"週一至週五
早上：8:30-12:00
下午：15:00-18:00
晚上：18:30-21:300",07-7510098,高雄市前鎮區永豐路91號,各項常規疫苗、育齡婦女MMR,B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹疫苗、流感疫苗
高雄市,前鎮區,合約院所,3502090041,謝麗煌小兒科內科診所,週一至週六:早上8:00-12:00，下午15:00-18:00，晚上19:30-21:30,07-7716485,高雄市前鎮區瑞崗里隆興街151號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、帶狀皰疹疫苗
高雄市,前鎮區,合約院所,3502098172,慧安診所,"1.週一至週五:早上8:00-11:30，下午15:00-17:30
2.週六:早上8:00-11:30
",07-7223889,高雄市前鎮區瑞興里瑞和街100號,各項常規疫苗、育齡婦女MMR,流感疫苗
高雄市,前鎮區,合約院所,3507360413,南隆小兒科診所,週一至週五:早上8:30-12:00，下午15:00-18:00，晚上19:00-21:30,07-3385678,高雄市前鎮區復興三路391號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、MMR疫苗、VAR疫苗、活化JE、帶狀皰疹疫苗
高雄市,前鎮區,合約院所,3507360039,大家診所,"1.週一至週六:早上8:00-11:30，下午14:30-18:00，晚上18:30-21:30
2.週日:早上8:00-11:30，下午14:30-18:00
",07-8117772,高雄市前鎮區明正里草衙二路430號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、帶狀皰疹疫苗、MMR疫苗、HPV疫苗、流感疫苗
高雄市,前鎮區,合約院所,3507360548,保泰長慶小兒科診所,"1.週一至週六:早上8:00-12:00，下午15:00-18:30，晚上18:00-22:00
2.週日:早上8:00-12:00，晚上18:30-22:00
",07-7210089,高雄市前鎮區保泰路425號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、輪狀病毒疫苗、VAR
高雄市,前鎮區,合約院所,3507360397,大鈞診所,"1.週一至週六:早上8:00-11:30，下午14:30-18:00，晚上18:30-21:30
2.週日:早上8:00-11:30，下午14:30-18:00
",07-8117772,高雄市前鎮區明正里草衙二路430號,各項常規疫苗、育齡婦女MMR,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗、帶狀皰疹疫苗、MMR疫苗、HPV疫苗、流感疫苗
高雄市,旗津區,合約院所,1307370011,高雄市立旗津醫院(委託財團法人私立高雄醫學大學經營),星期一下午2點-4點30分星期三及星期四上午8點30分-11點30分，卡介苗每個月的最後一週星期四上午(楊書婷醫師門診為主，須先電話確認),07-5711188,高雄市旗津區南汕里旗港路33號,各項常規疫苗、卡介苗、23價多糖體肺炎鏈球菌疫苗,B型肝炎疫苗(成人)、13PCV、輪狀病毒疫苗
高雄市,旗津區,合約院所,3507370035,晴美旗后診所,星期五下午2點-5點卡介苗每個月的第二週星期五下午,07-5710522,高雄市旗津區旗津三路962巷2號,各項常規疫苗、卡介苗,B型肝炎疫苗(成人)、輪狀病毒疫苗
高雄市,小港區,合約院所,1102110011,高雄市立小港醫院（委託財團法人私立高雄醫學大學經營）,1.週一至周五上午08:30-12:00下午13:30-17:00晚上18:00-20:302.週六上午08:30-12:003.卡介苗每週四下午兒科二診,07-8036783,高雄市小港區山明路482號,各項常規疫苗、卡介苗、HPV、流感疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、Tdap疫苗、B肝免疫球蛋白、活性減毒日本腦炎疫苗、MMR
高雄市,小港區,合約院所,1502111089,戴銘浚婦兒醫院,"1.週一至週五上午︰09︰00-12︰00
週二下午15:00-18:00晚上︰18︰30-21︰30                                                                                                                                                      2.週六早上09:00-12:00                                                                                                                                                                                             3.卡介苗每個月2次的禮拜三(電話預約)",07-8061289,高雄市小港區宏平路661號,各項常規疫苗、卡介苗、HPV、流感疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、B肝免疫球蛋白、HPV、成人百日咳、水痘
高雄市,小港區,合約院所,3522023162,安生婦產科診所,只提供本診所出生嬰兒接種,07-8016000,高雄市小港區宏平路636號,B型肝炎疫苗、B型肝炎免疫球蛋白,
高雄市,小港區,合約院所,3507380193,大雄診所,1.週一至周六:上午08:00-12:00下午14:30-18:00晚上18:40-21:30，2.週日:上午08:00-12:00,07-8015808,高雄市小港區二苓路156號,各項常規疫苗、HPV、流感疫苗,幼兒成人A型肝炎疫苗、成人B型肝苗、13PCV、23PPV、輪狀病毒疫苗、破傷風、帶狀皰疹、HPV、MMR，水痘
高雄市,小港區,合約院所,3507380157,大佑診所,"1.週一至週六上午︰08︰30-12︰00
下午︰15︰30-18︰00
晚上︰18︰30-21︰302.週日晚上18:30-21:30",07-8218162,高雄市小港區平和路26號,各項常規疫苗、HPV、流感疫苗,13PCV、口服輪狀病毒疫苗、破傷風、帶狀皰疹、HPV、A肝、B肝
高雄市,小港區,合約院所,3502110593,明義診所,"1.週一至週六上午︰08︰00-12︰00
下午︰17︰30-21︰30
",07-7916959,高雄市小港區孔鳳路542號,各項常規疫苗、流感疫苗、23PPV,B型肝炎疫苗、23PPV、破傷風、流感疫苗
高雄市,小港區,合約院所,3502110440,蔡聰慶診所,"週一至週六
上午︰08︰00-12︰00
下午︰15︰00-18︰00
晚上︰19︰00-21︰30",07-7914257,高雄市小港區孔鳳路239號,各項常規疫苗、HPV、流感疫苗,B型肝炎疫苗
高雄市,小港區,合約院所,3507380059,欣新診所,1.週一至周五上午09:00-12:00下午15:30-18:00晚上18:30-21:00(週二及周四上午休診、週五晚上休診)                                                   2.週六上午09:30-12:00,07-7933880,高雄市小港區孔鳳路416號,各項常規疫苗,"帶狀皰疹疫苗
口服輪狀疫苗"
高雄市,小港區,合約院所,3502110646,洪清中兒科診所,1.周一至周五上午︰07︰30-22︰00                         2.週六週日上午08:00-22:00,07-8063773,高雄市小港區二苓路192號,各項常規疫苗、流感疫苗、HPV疫苗、長者23PPV,"帶狀皰疹疫苗
口服輪狀疫苗.VAR.B肝疫苗.23PPV.13PPV.日本腦炎疫苗.流感疫苗"
高雄市,小港區,合約院所,3502111956,蔡坤霖小兒科診所,"1.週一至週五上午︰08︰00-12︰00
下午︰15︰00-18︰00
晚上︰19︰00-21︰302.周六及周日上午08:00-12:00",07-8030816,高雄市小港區二苓路148號,各項常規疫苗、HPV、流感疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹
高雄市,小港區,合約院所,3502110637,施晉南診所,1.週一至週六上午08:30-12:00下午15:00-18:00晚上19:00-21:302.週日上午08:30-12:00,07-8021622,高雄市小港區平治街1號,各項兒童常規疫苗、PPV、HPV、流感疫苗,幼兒及成人A型肝炎疫苗、B型肝炎疫苗、水痘、13PCV、輪狀病毒疫苗(GSK、MSD)、帶狀皰疹、 MMR、流感疫苗
高雄市,小港區,合約院所,3507380068,長慶小兒科診所,"1.週一至週日上午︰08︰00-12︰00
下午︰15︰30-22︰00(週五上午休診)",07-8068170,高雄市小港區漢民路413號,各項常規疫苗、流感疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗
高雄市,小港區,合約院所,3502111929,柯芳蓉黃麗瑛小兒科診所,"1.週一至週六上午︰08︰30-11︰45
下午︰16︰00-18:45",07-8053077,高雄市小港區漢民路716號,各項常規疫苗、HPV、流感疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、帶狀皰疹、 HPV、流感疫苗
高雄市,小港區,合約院所,3502111938,季仁診所,1.週一至週六上午︰08︰30-12︰00 週一至週五晚上︰18︰00-21︰00,07-8013712,高雄市小港區宏平路497號,各項常規疫苗、HPV、流感疫苗,B型肝炎疫苗、13PCV
高雄市,鳳山區,衛生所,2342010013,高雄市鳳山區衛生所,"1.週二
上午：9:00-11:30
◎卡介苗
每週二上午：9:00-11:30",07-7430437,高雄市鳳山區經武路34巷2號,各項常規疫苗、卡介苗、育齡婦女MMR,
高雄市,鳳山區,合約院所,1142010518,高雄市立鳳山醫院（委託長庚醫療財團法人經營）,"1.週一至週五
上午：8:30-12:00
下午：13:30~17:30
2.週六
上午：8:30-12:00",07-7418151,高雄市鳳山區經武路42號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、23PPV、輪狀病毒疫苗
高雄市,鳳山區,合約院所,1542010141,優生婦產科醫院,"1.週一至週六
上午：9:30-12:00
2.週二及週五
晚上：19:00-21:00",07-7478629,高雄市鳳山區自由路189號,各項常規疫苗、B型肝炎免疫球蛋白、HPV疫苗  ,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、MMR、VAR、日腦、HPV疫苗、DTP
高雄市,鳳山區,合約院所,3542011775,邱正義婦產科診所,"1.院內新生兒符合接種條件之對象才可接種HBIG
2.院內新生兒於24小時內接種B型肝炎疫苗",07-7416177,高雄市鳳山區光復路1號,B型肝炎疫苗、B型肝炎免疫球蛋白、HPV疫苗  ,HPV疫苗
高雄市,鳳山區,合約院所,3542012334,陳俊宏小兒科診所,"1.週一至週五
上午：8:00-12:00
下午：17:30-21:30
2.週日晚上：17:30-21:30",07-7450066,高雄市鳳山區五甲一路85號,各項常規疫苗、HPV疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
高雄市,鳳山區,合約院所,3542010723,國民小兒科診所,"1.週一至週五
上午：8:00-12:00
晚上：18:30-21:30
2.週六上午：8:00-12:00",07-7427925,高雄市鳳山區中正路37號,各項常規疫苗、HPV疫苗,"幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、VAR、帶狀皰疹疫苗
"
高雄市,鳳山區,合約院所,3542012076,黃大沅小兒科診所,"1.週一至週五
上午：8:30-12:00
下午：15:30-18:00
晚上：19:00-21:00.(週三晚上休診)
2.週日
上午：8:30-12:00
",07-7679299,高雄市鳳山區青年路二段468號,各項常規疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、破傷風、HPV疫苗
高雄市,鳳山區,合約院所,3542013840,祐幼小兒科診所,"1.週一至週六
上午：8:30-12:00
下午：15:30-18:00
晚上：18:30-21:30
2.週六
上午：8:30-12:00
",07-7769977,高雄市鳳山區文衡路377號,各項常規疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、破傷風、帶狀皰疹疫苗、HPV疫苗
高雄市,鳳山區,合約院所,3542014098,陳重志聯合診所,"1.週一至週六
上午：8:00-12:00
下午：14:30-18:00
晚上：19:00-21:30
2.週日
上午：8:00-12:00",07-7427329,高雄市鳳山區光復路一段139號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、13PCV、B型肝炎疫苗、輪狀病毒疫苗、帶狀皰疹疫苗
高雄市,鳳山區,合約院所,3542013984,陳柏蒼耳鼻喉科診所,"1.週一至週六
上午：8:00-12:00
下午：15:00-21:30
",07-7775388,高雄市鳳山區文衡路480號,各項常規疫苗、HPV疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV疫苗、VAR、MMR、日腦、破傷風、帶狀皰疹疫苗
高雄市,鳳山區,合約院所,3507010561,牛伯伯兒科診所,"1.週一至週五
上午：8:30-12:00
下午：15:30-18:00
晚上：18:30-21:30
2.週六
上午：8:30-12:00
下午：15:30-18:00",07-7808123,高雄市鳳山區建國路三段338號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗
高雄市,鳳山區,合約院所,3507010249,吳萍建小兒科診所,"1.週一至週六
上午：8:00-12:00
下午：15:00-18:00
晚上：18:30-21:30
2.週日
上午：8:00-12:00
晚上：18:30-21:30",07-7191180,高雄市鳳山區瑞明街90巷8號,各項常規疫苗、HPV疫苗,幼兒A型肝炎疫苗、B型肝炎疫苗、13PCV、破傷風、帶狀皰疹疫苗
高雄市,鳳山區,合約院所,3507010454,文山長慶小兒科診所,"1.週一至週六
上午：8:00-12:00
下午：15:00-22:00
2.週日
上午：8:00-12:00
晚上：18:00-22:00",07-7774098,高雄市鳳山區文龍東路738號,各項常規疫苗,幼兒A型肝炎疫苗、成人A型肝炎疫苗、B型肝炎疫苗、13PCV、輪狀病毒疫苗、HPV疫苗
