國名(中),國名(英),ISO3166-1（numeric）,主類別,次類別,疾病,警示日期,疫苗
布吉納法索,Burkina Faso,854,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
布吉納法索,Burkina Faso,854,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
布吉納法索,Burkina Faso,854,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
蒲隆地,Burundi,108,國際旅遊疫情建議等級,第二級:警示(Alert)警示,M痘,2024-10-28,
蒲隆地,Burundi,108,國際旅遊疫情建議等級,第一級:注意(Watch)警示,黃熱病,2023-11-01,
蒲隆地,Burundi,108,國際旅遊疫情建議等級,第一級:注意(Watch)警示,霍亂,2023-11-01,
蒲隆地,Burundi,108,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2024-01-18,
蒲隆地,Burundi,108,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
蒲隆地,Burundi,108,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,傷寒疫苗
蒲隆地,Burundi,108,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
蒲隆地,Burundi,108,當地其他相關疾病,其他類,M痘,,
蒲隆地,Burundi,108,其他類-建議,降低人際間傳播風險,,,
蒲隆地,Burundi,108,其他類-建議,降低人畜共通傳播風險,,,
蒲隆地,Burundi,108,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
蒲隆地,Burundi,108,當地其他相關疾病,蟲媒傳染,登革熱,,
蒲隆地,Burundi,108,當地其他相關疾病,蟲媒傳染,屈公病,,
蒲隆地,Burundi,108,當地其他相關疾病,蟲媒傳染,瘧疾,,
蒲隆地,Burundi,108,當地其他相關疾病,蟲媒傳染,黃熱病,,
蒲隆地,Burundi,108,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
蒲隆地,Burundi,108,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
蒲隆地,Burundi,108,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
蒲隆地,Burundi,108,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
蒲隆地,Burundi,108,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
蒲隆地,Burundi,108,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
蒲隆地,Burundi,108,當地其他相關疾病,食物或飲水傳染,霍亂,,
蒲隆地,Burundi,108,當地其他相關疾病,食物或飲水傳染,傷寒,,
蒲隆地,Burundi,108,注意飲食安全-建議,選擇安全的食物,,,
蒲隆地,Burundi,108,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
蒲隆地,Burundi,108,當地其他相關疾病,接觸傳染,狂犬病,,
蒲隆地,Burundi,108,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
蒲隆地,Burundi,108,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
蒲隆地,Burundi,108,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
蒲隆地,Burundi,108,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
柬埔寨,Cambodia,116,國際旅遊疫情建議等級,第一級:注意(Watch)警示,登革熱,2025-02-03,
柬埔寨,Cambodia,116,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-01-06,
柬埔寨,Cambodia,116,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
柬埔寨,Cambodia,116,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新型A型流感,2024-11-05,
柬埔寨,Cambodia,116,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2022-04-12,
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,日本腦炎疫苗
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,傷寒疫苗
柬埔寨,Cambodia,116,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
柬埔寨,Cambodia,116,當地其他相關疾病,蟲媒傳染,登革熱,,
柬埔寨,Cambodia,116,當地其他相關疾病,蟲媒傳染,日本腦炎,,
柬埔寨,Cambodia,116,當地其他相關疾病,蟲媒傳染,屈公病,,
柬埔寨,Cambodia,116,當地其他相關疾病,蟲媒傳染,瘧疾,,
柬埔寨,Cambodia,116,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
柬埔寨,Cambodia,116,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
柬埔寨,Cambodia,116,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
柬埔寨,Cambodia,116,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
柬埔寨,Cambodia,116,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
柬埔寨,Cambodia,116,當地其他相關疾病,食物或飲水傳染,霍亂,,
柬埔寨,Cambodia,116,當地其他相關疾病,食物或飲水傳染,傷寒,,
柬埔寨,Cambodia,116,注意飲食安全-建議,選擇安全的食物,,,
柬埔寨,Cambodia,116,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
柬埔寨,Cambodia,116,當地其他相關疾病,接觸傳染,狂犬病,,
柬埔寨,Cambodia,116,當地其他相關疾病,接觸傳染,新型A型流感(近5年禽鳥有檢出H5N1病毒，且有人類感染個案),,
柬埔寨,Cambodia,116,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
柬埔寨,Cambodia,116,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
柬埔寨,Cambodia,116,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
柬埔寨,Cambodia,116,感染血吸蟲風險-建議,避免接觸河流、湖泊、池塘等淡水水域,,,
柬埔寨,Cambodia,116,感染血吸蟲風險-建議,使用河水、湖水洗澡或洗衣，建議添加氯錠消毒，或在乾淨容器至少儲放2天再使用,,,
柬埔寨,Cambodia,116,感染血吸蟲風險-建議,如不慎碰觸淡水，請立即用酒精和乾毛巾大力擦拭皮膚，減低感染風險,,,
加拿大,Canada,124,國際旅遊疫情建議等級,第一級:注意(Watch)警示,麻疹,2025-04-11,
加拿大,Canada,124,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
加拿大,Canada,124,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新型A型流感,2024-11-18,
加拿大,Canada,124,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
加拿大,Canada,124,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
加拿大,Canada,124,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
加拿大,Canada,124,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
加拿大,Canada,124,當地其他相關疾病,其他類,M痘,,
加拿大,Canada,124,其他類-建議,降低人際間傳播風險,,,
加拿大,Canada,124,其他類-建議,降低人畜共通傳播風險,,,
加拿大,Canada,124,其他類-建議,如有任何疑似症狀，應及時就醫，並告知旅遊史、高風險場域暴露史與接觸史,,,
加拿大,Canada,124,當地其他相關疾病,接觸傳染,狂犬病,,
加拿大,Canada,124,當地其他相關疾病,接觸傳染,新型A型流感(2013年有通報人類H5N1流感個案),,
加拿大,Canada,124,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
加拿大,Canada,124,避免接觸動物-建議,新型A型流感大多由染病的禽類感染人類，在當地應避免出入有活禽的傳統市場、養殖場、鳥園，並避免接觸鳥類及其糞便、屍體,,,
加拿大,Canada,124,避免接觸動物-建議,禽類肉品及蛋都應熟食,,,
加那利群島,Canary Islands,,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
加那利群島,Canary Islands,,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
加那利群島,Canary Islands,,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
加那利群島,Canary Islands,,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
加那利群島,Canary Islands,,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
加那利群島,Canary Islands,,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
加那利群島,Canary Islands,,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
加那利群島,Canary Islands,,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
加那利群島,Canary Islands,,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
加那利群島,Canary Islands,,當地其他相關疾病,接觸傳染,狂犬病,,
加那利群島,Canary Islands,,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
維德角,Cabo Verde,132,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
維德角,Cabo Verde,132,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
維德角,Cabo Verde,132,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
維德角,Cabo Verde,132,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
維德角,Cabo Verde,132,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
維德角,Cabo Verde,132,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
維德角,Cabo Verde,132,預防接種規定及建議,預防接種項目,,,傷寒疫苗
維德角,Cabo Verde,132,預防接種規定及建議,預防接種項目,,,瘧疾預防用藥
維德角,Cabo Verde,132,當地其他相關疾病,蟲媒傳染,登革熱,,
維德角,Cabo Verde,132,當地其他相關疾病,蟲媒傳染,瘧疾,,
維德角,Cabo Verde,132,當地其他相關疾病,蟲媒傳染,利什曼原蟲,,
維德角,Cabo Verde,132,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
維德角,Cabo Verde,132,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
維德角,Cabo Verde,132,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
維德角,Cabo Verde,132,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
維德角,Cabo Verde,132,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
維德角,Cabo Verde,132,當地其他相關疾病,食物或飲水傳染,傷寒,,
維德角,Cabo Verde,132,注意飲食安全-建議,選擇安全的食物,,,
維德角,Cabo Verde,132,注意飲食安全-建議,選擇衛生條件良好的用餐地點，如規模較大的飯店、沒有蟑螂蚊蠅的餐廳,,,
維德角,Cabo Verde,132,當地其他相關疾病,接觸傳染,狂犬病,,
維德角,Cabo Verde,132,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
開曼群島(英國海外領地),Cayman Islands,136,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
開曼群島(英國海外領地),Cayman Islands,136,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
開曼群島(英國海外領地),Cayman Islands,136,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
開曼群島(英國海外領地),Cayman Islands,136,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
開曼群島(英國海外領地),Cayman Islands,136,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
開曼群島(英國海外領地),Cayman Islands,136,預防接種規定及建議,預防接種項目,,,狂犬病疫苗
開曼群島(英國海外領地),Cayman Islands,136,預防接種規定及建議,預防接種項目,,,傷寒疫苗
開曼群島(英國海外領地),Cayman Islands,136,當地其他相關疾病,蟲媒傳染,登革熱,,
開曼群島(英國海外領地),Cayman Islands,136,當地其他相關疾病,蟲媒傳染,茲卡病毒感染症,,
開曼群島(英國海外領地),Cayman Islands,136,預防蚊蟲叮咬-建議,戶外活動時，穿著淺色長袖衣褲、包鞋及長襪，儘量減少裸露部位,,,
開曼群島(英國海外領地),Cayman Islands,136,預防蚊蟲叮咬-建議,正確使用防蚊蟲劑,,,
開曼群島(英國海外領地),Cayman Islands,136,預防蚊蟲叮咬-建議,選擇有空調、紗窗的旅館，或懸掛蚊帳(確認無破洞)，必要時噴灑環境用殺蟲或防蚊劑,,,
開曼群島(英國海外領地),Cayman Islands,136,預防蚊蟲叮咬-建議,茲卡病毒可由斑蚊叮咬傳播，一般旅客感染症狀較輕微，但孕婦感染可能導致胎兒小頭畸形或死亡，除採取上述防蚊措施外，建議懷孕婦女非必要應暫緩前往具流行風險之地區，孕婦及計劃懷孕婦女如必要前往請先諮詢醫師，於當地務必全程做好避免蚊蟲叮咬的措施,,,
開曼群島(英國海外領地),Cayman Islands,136,當地其他相關疾病,接觸傳染,狂犬病,,
開曼群島(英國海外領地),Cayman Islands,136,避免接觸動物-建議,在當地應避免逗弄、餵食哺乳動物，並避免至可能有蝙蝠的洞窟，以免感染狂犬病,,,
中非共和國,Central African Republic,140,國際旅遊疫情建議等級,第一級:注意(Watch)警示,黃熱病,2023-11-01,
中非共和國,Central African Republic,140,國際旅遊疫情建議等級,第一級:注意(Watch)警示,小兒麻痺症/急性無力肢體麻痺,2023-11-01,
中非共和國,Central African Republic,140,國際旅遊疫情建議等級,第一級:注意(Watch)警示,新冠併發重症,2023-11-01,
中非共和國,Central African Republic,140,國際旅遊疫情建議等級,第一級:注意(Watch)警示,茲卡病毒感染症,2019-07-08,
中非共和國,Central African Republic,140,預防接種規定及建議,預防接種項目,,,黃熱病疫苗
中非共和國,Central African Republic,140,預防接種規定及建議,預防接種項目,,,流行性腦脊髓膜炎疫苗
中非共和國,Central African Republic,140,預防接種規定及建議,預防接種項目,,,A型肝炎疫苗
中非共和國,Central African Republic,140,預防接種規定及建議,預防接種項目,,,小兒麻痺疫苗
中非共和國,Central African Republic,140,預防接種規定及建議,預防接種項目,,,麻疹、腮腺炎及德國麻疹混合(MMR)疫苗
