年度,醫院層級,菌種名稱,抗生素名稱,分離菌株總數,通報藥敏試驗菌株總數,敏感性菌株數,非敏感性菌株數,通報藥敏試驗醫院家數
2010,醫學中心,Acinetobacter baumannii,Piperacillin/Tazobactam,35759,24098,6741,17357,14
2010,醫學中心,Enterobacter cloacae,Cefotaxime,8602,3255,2017,1238,8
2010,醫學中心,Enterobacter cloacae,Ceftazidime,8602,5476,2896,2580,11
2010,醫學中心,Enterobacter cloacae,Ceftriaxone,8602,5377,2950,2427,11
2010,醫學中心,Enterobacter cloacae,Imipenem,8602,2276,2037,239,11
2010,醫學中心,Enterobacter cloacae,Meropenem,8602,1193,1140,53,7
2010,醫學中心,Escherichia coli,Amikacin,64860,60710,58337,2373,12
2010,醫學中心,Escherichia coli,Cefotaxime,64860,20471,14515,5956,8
2010,醫學中心,Escherichia coli,Ciprofloxacin,64860,52764,35023,17741,12
2010,醫學中心,Escherichia coli,Ceftazidime,64860,30393,19291,11102,11
2010,醫學中心,Escherichia coli,Ceftriaxone,64860,43830,31226,12604,11
2010,醫學中心,Escherichia coli,Gentamicin,64860,64291,46467,17824,13
2010,醫學中心,Escherichia coli,Levofloxacin,64860,45134,28887,16247,11
2010,醫學中心,Klebsiella pneumoniae,Amikacin,47434,28435,25461,2974,12
2010,醫學中心,Klebsiella pneumoniae,Cefotaxime,47434,16492,11847,4645,9
2010,醫學中心,Klebsiella pneumoniae,Ciprofloxacin,47434,31326,23034,8292,13
2010,醫學中心,Klebsiella pneumoniae,Ceftazidime,47434,23824,16202,7622,12
2010,醫學中心,Klebsiella pneumoniae,Ertapenem,47434,37667,35999,1668,19
2010,醫學中心,Klebsiella pneumoniae,Gentamicin,47434,35690,27974,7716,14
2010,醫學中心,Klebsiella pneumoniae,Imipenem,47434,20006,18202,1804,18
2010,醫學中心,Proteus mirabilis,Ampicillin(SAM),10063,4385,2961,1424,10
2010,醫學中心,Proteus mirabilis,Ampicillin,10063,8033,3211,4822,12
2010,醫學中心,Proteus mirabilis,Cefazolin,10063,8471,6001,2470,11
2010,醫學中心,Proteus mirabilis,Gentamicin,10063,9773,6204,3569,13
2010,醫學中心,Pseudomonas aeruginosa,Ciprofloxacin,35409,35203,27955,7248,13
2010,醫學中心,Pseudomonas aeruginosa,Ceftazidime,35409,35234,30163,5071,13
2010,醫學中心,Pseudomonas aeruginosa,Gentamicin,35409,30113,24998,5115,13
2010,醫學中心,Pseudomonas aeruginosa,Imipenem,35409,35020,30074,4946,13
2010,醫學中心,Pseudomonas aeruginosa,Levofloxacin,35409,21097,16335,4762,10
2010,醫學中心,Pseudomonas aeruginosa,Meropenem,35409,20148,17629,2519,10
2010,醫學中心,Pseudomonas aeruginosa,Piperacillin/Tazobactam,35409,34333,29330,5003,13
2010,醫學中心,Pseudomonas aeruginosa,Piperacillin,35409,16258,13396,2862,7
2010,醫學中心,Enterococcus faecalis,Ampicillin,9418,5884,5770,114,13
2010,醫學中心,Enterococcus faecalis,Gentamicin-High,9418,2355,1357,998,10
2010,醫學中心,Enterococcus faecalis,Vancomycin,9418,9410,9336,74,19
2010,醫學中心,Enterococcus faecium,Ampicillin,5780,3967,399,3568,13
2010,醫學中心,Enterococcus faecium,Gentamicin-High,5780,2118,744,1374,10
2010,醫學中心,Enterococcus faecium,Vancomycin,5780,5775,3205,2570,19
2010,醫學中心,Staphylococcus aureus,Ciprofloxacin,50890,10142,5253,4889,7
2010,醫學中心,Staphylococcus aureus,Oxacillin,50890,50606,22717,27889,21
2010,醫學中心,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,50890,37079,27504,9575,13
2010,醫學中心,Staphylococcus aureus,Vancomycin,50890,36484,36464,20,16
2010,區域醫院,Acinetobacter baumannii,Ampicillin(SAM),33674,23888,9127,14761,60
2010,區域醫院,Acinetobacter baumannii,Amikacin,33674,24439,7523,16916,64
2010,區域醫院,Acinetobacter baumannii,Cefepime,33674,21136,5077,16059,61
2010,區域醫院,Acinetobacter baumannii,Ciprofloxacin,33674,21882,4396,17486,63
2010,區域醫院,Acinetobacter baumannii,Ceftazidime,33674,26192,6135,20057,65
2010,區域醫院,Acinetobacter baumannii,Gentamicin,33674,25039,5724,19315,64
2010,區域醫院,Acinetobacter baumannii,Imipenem,33674,30880,12650,18230,80
2010,區域醫院,Acinetobacter baumannii,Levofloxacin,33674,17673,3854,13819,59
2010,區域醫院,Acinetobacter baumannii,Piperacillin/Tazobactam,33674,25219,5729,19490,63
2010,區域醫院,Enterobacter cloacae,Cefotaxime,7418,3916,2451,1465,42
2010,區域醫院,Enterobacter cloacae,Ceftazidime,7418,4502,3101,1401,50
2010,區域醫院,Enterobacter cloacae,Ceftriaxone,7418,4108,2774,1334,49
2010,區域醫院,Enterobacter cloacae,Imipenem,7418,4387,4272,115,47
2010,區域醫院,Enterobacter cloacae,Meropenem,7418,2408,2287,121,39
2010,區域醫院,Escherichia coli,Amikacin,83290,74964,71921,3043,53
2010,區域醫院,Escherichia coli,Cefotaxime,83290,41018,29949,11069,44
2010,區域醫院,Escherichia coli,Ciprofloxacin,83290,62321,40544,21777,51
2010,區域醫院,Escherichia coli,Ceftazidime,83290,45973,35455,10518,51
2010,區域醫院,Escherichia coli,Ceftriaxone,83290,45840,33936,11904,50
2010,區域醫院,Escherichia coli,Gentamicin,83290,79073,55671,23402,56
2010,區域醫院,Escherichia coli,Levofloxacin,83290,45009,30246,14763,52
2010,區域醫院,Klebsiella pneumoniae,Amikacin,51708,41137,35489,5648,60
2010,區域醫院,Klebsiella pneumoniae,Cefotaxime,51708,23743,16850,6893,48
2010,區域醫院,Klebsiella pneumoniae,Ciprofloxacin,51708,36673,25639,11034,58
2010,區域醫院,Klebsiella pneumoniae,Ceftazidime,51708,27381,19720,7661,58
2010,區域醫院,Klebsiella pneumoniae,Ertapenem,51708,23555,22755,800,65
2010,區域醫院,Klebsiella pneumoniae,Gentamicin,51708,42789,31364,11425,63
2010,區域醫院,Klebsiella pneumoniae,Imipenem,51708,33744,32489,1255,71
2010,區域醫院,Proteus mirabilis,Ampicillin(SAM),15107,10325,6572,3753,53
2010,區域醫院,Proteus mirabilis,Ampicillin,15107,10932,3429,7503,52
2010,區域醫院,Proteus mirabilis,Cefazolin,15107,13416,7725,5691,55
2010,區域醫院,Proteus mirabilis,Gentamicin,15107,14185,7466,6719,56
2010,區域醫院,Pseudomonas aeruginosa,Ciprofloxacin,44010,36492,26991,9501,53
2010,區域醫院,Pseudomonas aeruginosa,Ceftazidime,44010,42818,37521,5297,56
2010,區域醫院,Pseudomonas aeruginosa,Gentamicin,44010,41845,32150,9695,54
2010,區域醫院,Pseudomonas aeruginosa,Imipenem,44010,38750,33589,5161,53
2010,區域醫院,Pseudomonas aeruginosa,Levofloxacin,44010,31045,21937,9108,52
2010,區域醫院,Pseudomonas aeruginosa,Meropenem,44010,26336,22349,3987,44
2010,區域醫院,Pseudomonas aeruginosa,Piperacillin/Tazobactam,44010,39589,33811,5778,53
2010,區域醫院,Pseudomonas aeruginosa,Piperacillin,44010,24137,20017,4120,45
2010,區域醫院,Enterococcus faecalis,Ampicillin,8304,6042,5870,172,55
2010,區域醫院,Enterococcus faecalis,Gentamicin-High,8304,4128,2230,1898,50
2010,區域醫院,Enterococcus faecalis,Vancomycin,8304,8328,8248,80,66
2010,區域醫院,Enterococcus faecium,Ampicillin,3240,2354,395,1959,54
2010,區域醫院,Enterococcus faecium,Gentamicin-High,3240,1695,636,1059,50
2010,區域醫院,Enterococcus faecium,Vancomycin,3240,3237,2238,999,65
2010,區域醫院,Staphylococcus aureus,Ciprofloxacin,50213,13150,8119,5031,51
2010,區域醫院,Staphylococcus aureus,Oxacillin,50213,50517,23445,27072,81
2010,區域醫院,Staphylococcus aureus,Trimethoprim/Sulfamethoxazole,50213,35242,26962,8280,61
2010,區域醫院,Staphylococcus aureus,Vancomycin,50213,37362,37355,7,70
