確定病名,發病年份,發病週別,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數,感染國別,縣市別代碼,鄉鎮別代碼,感染國別代碼
061,2010,42,屏東縣,屏東市,M,1,45~49,1,菲律賓,10013,10013010,608
061,2010,42,嘉義市,西區,F,1,35~39,1,越南,10020,10020020,704
0703,2010,42,台北市,萬華區,F,1,30~34,1,中國,63000,63000070,156
0703,2010,42,台北市,萬華區,F,1,30~34,1,中國,63000,63000071,156
0703,2010,42,台北市,萬華區,F,1,30~34,1,中國,63000,63000072,156
006,2010,42,高雄市,杉林區,F,1,25~29,1,越南,64000,64000340,704
006,2010,42,台中市,南屯區,F,1,20~24,1,印尼,66000,66000070,360
006,2010,42,台中市,南屯區,M,1,30~34,1,印尼,66000,66000070,360
A920,2010,42,台中市,太平區,M,1,20~24,1,印尼,66000,66000270,360
006,2010,42,台中市,潭子區,F,1,20~24,1,菲律賓,66000,66000170,608
0701,2010,42,台南市,北區,M,1,30~34,1,越南,67000,67000340,704
061,2010,43,苗栗縣,苑裡鎮,M,1,45~49,1,孟加拉國,10005,10005020,050
002,2010,43,彰化縣,和美鎮,F,1,50~54,1,緬甸,10007,10007030,104
006,2010,43,嘉義縣,溪口鄉,F,1,20~24,1,印尼,10010,10010060,360
004,2010,43,新竹市,北區,F,1,25~29,1,印尼,10018,10018020,360
004,2010,43,高雄市,三民區,F,1,20~24,1,菲律賓,64000,64000050,608
004,2010,43,高雄市,三民區,F,1,20~24,1,菲律賓,64000,64000051,608
004,2010,43,高雄市,三民區,F,1,20~24,1,菲律賓,64000,64000052,608
061,2010,43,高雄市,鳳山區,F,1,30~34,1,越南,64000,64000120,704
061,2010,43,新北市,八里區,F,1,50~54,1,菲律賓,65000,65000230,608
006,2010,43,台南市,永康區,F,1,20~24,1,印尼,67000,67000310,360
006,2010,43,桃園市,大園區,F,1,25~29,1,印尼,68000,68000060,360
061,2010,44,台中縣(舊),后里鄉,M,1,55~59,1,菲律賓,10006,10006070,608
006,2010,44,台北市,內湖區,F,1,20~24,1,印尼,63000,63000100,360
084,2010,44,台北市,大安區,F,1,25~29,1,衣索比亞 / 埃塞俄比亞,63000,63000030,231
061,2010,44,台北市,大安區,F,1,25~29,1,泰國,63000,63000030,764
004,2010,44,新北市,板橋區,F,1,25~29,1,印尼,65000,65000010,360
100,2010,44,新北市,板橋區,M,1,35~39,1,帛琉,65000,65000010,585
061,2010,44,新北市,樹林區,F,1,25~29,1,菲律賓,65000,65000070,608
061,2010,44,新北市,樹林區,M,1,25~29,1,越南,65000,65000070,704
006,2010,44,新北市,永和區,F,1,30~34,1,印尼,65000,65000040,360
061,2010,44,新北市,蘆洲區,F,1,30~34,1,越南,65000,65000140,704
006,2010,44,台中市,潭子區,F,1,20~24,1,菲律賓,66000,66000170,608
061,2010,44,台中市,烏日區,M,1,20~24,1,泰國,66000,66000230,764
061,2010,45,高雄市,左營區,M,1,55~59,1,柬埔寨,64000,64000030,116
061,2010,45,新北市,三重區,F,1,30~34,1,印尼,65000,65000020,360
061,2010,45,新北市,板橋區,M,1,40~44,1,越南,65000,65000010,704
006,2010,45,台中市,北區,F,1,20~24,1,印尼,66000,66000050,360
061,2010,45,台中市,大甲區,M,1,45~49,1,越南,66000,66000110,704
006,2010,45,台中市,霧峰區,F,1,35~39,1,印尼,66000,66000260,360
A920,2010,45,台南市,安定區,F,1,30~34,1,印尼,67000,67000210,360
030,2010,46,新竹縣,新埔鎮,F,1,30~34,1,印尼,10004,10004030,360
061,2010,46,高雄縣(舊),鳳山市,M,1,30~34,1,越南,10012,10012010,704
061,2010,46,台北市,大安區,M,1,50~54,1,越南,63000,63000030,704
061,2010,46,高雄市,三民區,F,1,15~19,1,菲律賓,64000,64000050,608
061,2010,46,高雄市,三民區,F,1,15~19,1,菲律賓,64000,64000051,608
061,2010,46,高雄市,三民區,F,1,15~19,1,菲律賓,64000,64000052,608
006,2010,46,高雄市,新興區,F,1,30~34,1,印尼,64000,64000060,360
006,2010,46,新北市,貢寮區,M,1,45~49,1,泰國,65000,65000260,764
006,2010,47,新竹縣,湖口鄉,M,1,25~29,1,菲律賓,10004,10004050,608
004,2010,47,花蓮縣,花蓮市,F,1,30~34,1,印尼,10015,10015010,360
084,2010,47,基隆市,中正區,M,1,45~49,1,奈及利亞,10017,10017010,566
0703,2010,47,台北市,中正區,M,1,30~34,1,日本,63000,63000050,392
4828,2010,47,台北市,士林區,M,1,60~64,1,其他,63000,63000110,OTH
061,2010,47,台北市,文山區,M,1,30~34,1,印尼,63000,63000080,360
061,2010,47,台北市,文山區,M,1,30~34,1,印尼,63000,63000081,360
061,2010,47,台北市,文山區,M,1,30~34,1,印尼,63000,63000082,360
061,2010,47,台北市,松山區,M,1,25~29,1,印度,63000,63000010,356
061,2010,47,新北市,淡水區,M,1,40~44,1,印尼,65000,65000100,360
006,2010,47,台南市,新化區,F,1,30~34,1,越南,67000,67000180,704
061,2010,48,嘉義縣,新港鄉,F,1,55~59,1,印尼,10010,10010070,360
061,2010,48,台南市(舊),北區,M,1,55~59,1,馬來西亞,10021,10021040,458
006,2010,48,高雄市,三民區,F,1,30~34,1,印尼,64000,64000050,360
006,2010,48,高雄市,三民區,F,1,30~34,1,印尼,64000,64000051,360
006,2010,48,高雄市,三民區,F,1,30~34,1,印尼,64000,64000052,360
061,2010,48,高雄市,左營區,M,1,45~49,1,越南,64000,64000030,704
0703,2010,48,新北市,三重區,M,1,35~39,1,其他,65000,65000020,OTH
0830,2010,48,新北市,中和區,M,1,60~64,1,緬甸,65000,65000030,104
006,2010,48,新北市,林口區,F,1,25~29,1,印尼,65000,65000170,360
006,2010,48,新北市,林口區,F,1,30~34,1,菲律賓,65000,65000170,608
002a,2010,48,台中市,北區,F,1,55~59,1,尼泊爾,66000,66000050,524
006,2010,48,桃園市,龜山區,F,1,25~29,1,菲律賓,68000,68000070,608
006,2010,49,南投縣,魚池鄉,M,1,40~44,1,印尼,10008,10008090,360
061,2010,49,台北市,中正區,F,1,25~29,1,印尼,63000,63000050,360
006,2010,49,台北市,信義區,F,1,25~29,1,印尼,63000,63000020,360
061,2010,49,台中市,沙鹿區,F,1,25~29,1,印尼,66000,66000130,360
061,2010,49,台南市,中西區,M,1,45~49,1,菲律賓,67000,67000370,608
061,2010,49,桃園市,平鎮區,M,1,25~29,1,印尼,68000,68000100,360
061,2010,50,宜蘭縣,員山鄉,M,1,30~34,1,印尼,10002,10002070,360
061,2010,50,屏東縣,屏東市,F,1,25~29,1,泰國,10013,10013010,764
061,2010,50,台北市,中山區,M,1,45~49,1,新加坡,63000,63000040,702
061,2010,50,新北市,三峽區,M,1,30~34,1,馬來西亞,65000,65000090,458
0701,2010,50,桃園市,蘆竹區,M,1,30~34,1,中國,68000,68000050,156
006,2010,51,苗栗縣,苗栗市,F,1,30~34,1,印尼,10005,10005010,360
487a,2010,51,雲林縣,斗六市,F,1,35~39,1,比利時,10009,10009010,056
061,2010,51,嘉義縣,水上鄉,F,1,55~59,1,印尼,10010,10010120,360
061,2010,51,嘉義縣,水上鄉,M,1,60~64,1,印尼,10010,10010120,360
061,2010,51,基隆市,安樂區,M,1,55~59,1,越南,10017,10017060,704
006,2010,51,台北市,大同區,F,1,30~34,1,印尼,63000,63000060,360
061,2010,51,台北市,大安區,M,1,30~34,1,印尼,63000,63000030,360
061,2010,51,台北市,大安區,M,1,35~39,1,印尼,63000,63000030,360
061,2010,51,台北市,松山區,M,1,15~19,1,馬來西亞,63000,63000010,458
0703,2010,51,新北市,中和區,F,1,25~29,1,中國,65000,65000030,156
061,2010,51,新北市,板橋區,M,1,45~49,1,越南,65000,65000010,704
061,2010,51,台中市,中區,F,1,20~24,1,柬埔寨,66000,66000010,116
061,2010,51,台中市,沙鹿區,M,1,60~64,1,越南,66000,66000130,704
4828,2010,51,台中市,西區,F,1,70+,1,中國,66000,66000040,156
006,2010,51,台南市,安南區,M,1,25~29,1,印尼,67000,67000350,360
061,2010,51,桃園市,中壢區,M,1,30~34,1,印尼,68000,68000020,360
004,2010,51,桃園市,中壢區,M,1,45~49,1,印尼,68000,68000020,360
006,2010,51,桃園市,觀音區,F,1,40~44,1,印尼,68000,68000120,360
006,2010,52,宜蘭縣,壯圍鄉,F,1,30~34,1,印尼,10002,10002060,360
006,2010,52,南投縣,埔里鎮,F,1,25~29,1,印尼,10008,10008020,360
004,2010,52,花蓮縣,花蓮市,F,1,30~34,1,印尼,10015,10015010,360
061,2010,52,基隆市,安樂區,F,1,25~29,1,越南,10017,10017060,704
006,2010,52,台北市,文山區,F,1,30~34,1,印尼,63000,63000080,360
006,2010,52,台北市,文山區,F,1,30~34,1,印尼,63000,63000081,360
006,2010,52,台北市,文山區,F,1,30~34,1,印尼,63000,63000082,360
061,2010,52,新北市,中和區,F,1,30~34,1,印尼,65000,65000030,360
004,2010,52,台中市,西屯區,F,1,20~24,1,印尼,66000,66000060,360
061,2011,1,新竹縣,橫山鄉,M,1,25~29,1,泰國,10004,10004080,764
006,2011,1,澎湖縣,西嶼鄉,M,1,25~29,1,印尼,10016,10016040,360
004,2011,1,新北市,板橋區,F,1,30~34,1,印尼,65000,65000010,360
006,2011,1,台中市,西區,F,1,20~24,1,印尼,66000,66000040,360
084,2011,1,台中市,龍井區,M,1,50~54,1,加納,66000,66000250,288
061,2011,1,桃園市,中壢區,F,1,25~29,1,馬來西亞,68000,68000020,458
061,2011,2,新竹縣,竹北市,F,1,25~29,1,菲律賓,10004,10004010,608
006,2011,2,苗栗縣,苗栗市,F,1,35~39,1,印尼,10005,10005010,360
006,2011,2,新竹市,香山區,F,1,30~34,1,印尼,10018,10018030,360
006,2011,2,台北市,士林區,F,1,25~29,1,印尼,63000,63000110,360
061,2011,2,台北市,士林區,M,1,25~29,1,緬甸,63000,63000110,104
006,2011,2,高雄市,苓雅區,M,1,35~39,1,香港,64000,64000080,344
487a,2011,2,新北市,中和區,M,1,40~44,1,其他,65000,65000030,OTH
061,2011,2,新北市,中和區,M,1,55~59,1,緬甸,65000,65000030,104
0703,2011,2,新北市,中和區,M,1,55~59,1,其他,65000,65000030,OTH
002,2011,2,台中市,新社區,F,1,25~29,1,印尼,66000,66000190,360
006,2011,2,台中市,西屯區,M,1,30~34,1,柬埔寨,66000,66000060,116
084,2011,2,台中市,豐原區,M,1,35~39,1,象牙海岸,66000,66000090,384
056,2011,2,桃園市,蘆竹區,F,1,45~49,1,越南,68000,68000050,704
006,2011,3,南投縣,埔里鎮,F,1,30~34,1,印尼,10008,10008020,360
006,2011,3,南投縣,水里鄉,F,1,35~39,1,印尼,10008,10008110,360
006,2011,3,南投縣,竹山鎮,F,1,20~24,1,印尼,10008,10008040,360
006,2011,3,雲林縣,大埤鄉,F,1,25~29,1,印尼,10009,10009080,360
030,2011,3,新竹市,北區,F,1,30~34,1,印尼,10018,10018020,360
070e,2011,3,新竹市,東區,M,1,30~34,1,尼泊爾,10018,10018010,524
0701,2011,3,台北市,中山區,M,1,30~34,1,中國,63000,63000040,156
084,2011,3,台北市,北投區,M,1,45~49,1,沙烏地阿拉伯,63000,63000120,682
4828,2011,3,新北市,三芝區,M,1,70+,1,日本,65000,65000210,392
004,2011,3,新北市,新店區,F,1,25~29,1,越南,65000,65000060,704
004,2011,3,新北市,新店區,M,1,15~19,1,菲律賓,65000,65000060,608
061,2011,3,台中市,南區,F,1,35~39,1,泰國,66000,66000030,764
487a,2011,3,台中市,西屯區,M,1,55~59,1,中國,66000,66000060,156
006,2011,4,宜蘭縣,宜蘭市,F,1,25~29,1,印尼,10002,10002010,360
084,2011,4,台北市,信義區,M,1,30~34,1,緬甸,63000,63000020,104
055,2011,4,台北市,文山區,M,1,25~29,1,其他,63000,63000080,OTH
055,2011,4,台北市,文山區,M,1,25~29,1,其他,63000,63000081,OTH
055,2011,4,台北市,文山區,M,1,25~29,1,其他,63000,63000082,OTH
004,2011,4,高雄市,岡山區,M,1,20~24,1,菲律賓,64000,64000190,608
061,2011,5,彰化縣,彰化市,M,1,30~34,1,越南,10007,10007010,704
006,2011,5,台北市,松山區,M,1,55~59,1,印尼,63000,63000010,360
004,2011,5,台北市,萬華區,F,1,5~9,1,菲律賓,63000,63000070,608
004,2011,5,台北市,萬華區,F,1,5~9,1,菲律賓,63000,63000071,608
004,2011,5,台北市,萬華區,F,1,5~9,1,菲律賓,63000,63000072,608
061,2011,5,高雄市,鳳山區,M,1,45~49,1,菲律賓,64000,64000120,608
006,2011,5,新北市,新店區,M,1,50~54,1,泰國,65000,65000060,764
004,2011,5,台中市,龍井區,M,1,35~39,1,菲律賓,66000,66000250,608
061,2011,6,宜蘭縣,蘇澳鎮,M,1,35~39,1,越南,10002,10002030,704
061,2011,6,彰化縣,埔心鄉,M,1,25~29,1,越南,10007,10007150,704
061,2011,6,彰化縣,彰化市,M,1,5~9,1,越南,10007,10007010,704
061,2011,6,台北市,松山區,M,1,50~54,1,新加坡,63000,63000010,702
061,2011,6,高雄市,三民區,M,1,45~49,1,越南,64000,64000050,704
061,2011,6,高雄市,三民區,M,1,45~49,1,越南,64000,64000051,704
061,2011,6,高雄市,三民區,M,1,45~49,1,越南,64000,64000052,704
006,2011,6,高雄市,鼓山區,M,1,35~39,1,中國,64000,64000020,156
006,2011,6,新北市,中和區,M,1,20~24,1,印尼,65000,65000030,360
061,2011,6,新北市,中和區,M,1,40~44,1,越南,65000,65000030,704
006,2011,6,新北市,平溪區,F,1,35~39,1,印尼,65000,65000240,360
061,2011,6,台中市,東區,F,1,25~29,1,菲律賓,66000,66000020,608
487a,2011,6,桃園市,龍潭區,M,1,50~54,1,中國,68000,68000090,156
006,2011,7,彰化縣,花壇鄉,F,1,25~29,1,印尼,10007,10007080,360
487a,2011,7,南投縣,埔里鎮,F,1,55~59,1,中國,10008,10008020,156
061,2011,7,雲林縣,斗六市,F,1,20~24,1,馬來西亞,10009,10009010,458
006,2011,7,台北市,信義區,M,1,25~29,1,印度,63000,63000020,356
006,2011,7,高雄市,橋頭區,M,1,45~49,1,印尼,64000,64000200,360
056,2011,7,台中市,西區,M,1,30~34,1,泰國,66000,66000040,764
056,2011,7,桃園市,八德區,M,1,25~29,1,越南,68000,68000080,704
061,2011,7,桃園市,平鎮區,F,1,25~29,1,菲律賓,68000,68000100,608
061,2011,7,桃園市,新屋區,M,1,35~39,1,印尼,68000,68000110,360
0820,2011,8,彰化縣,永靖鄉,F,1,25~29,1,泰國,10007,10007160,764
056,2011,8,台中市,太平區,M,1,20~24,1,越南,66000,66000270,704
061,2011,8,台中市,潭子區,F,1,40~44,1,越南,66000,66000170,704
056,2011,8,台南市,北區,M,1,20~24,1,馬來西亞,67000,67000340,458
056,2011,8,桃園市,蘆竹區,M,1,20~24,1,越南,68000,68000050,704
006,2011,9,彰化縣,埤頭鄉,F,1,20~24,1,印尼,10007,10007220,360
056,2011,9,台北市,信義區,F,1,45~49,1,越南,63000,63000020,704
004,2011,9,台北市,松山區,F,1,25~29,1,印尼,63000,63000010,360
061,2011,9,新北市,五股區,F,1,25~29,1,印尼,65000,65000150,360
006,2011,9,新北市,永和區,F,1,25~29,1,印尼,65000,65000040,360
004,2011,9,新北市,永和區,M,1,30~34,1,菲律賓,65000,65000040,608
056,2011,9,新北市,汐止區,F,1,25~29,1,德國,65000,65000110,276
056,2011,9,台中市,北屯區,M,1,15~19,1,越南,66000,66000080,704
006,2011,9,台中市,南屯區,F,1,25~29,1,印尼,66000,66000070,360
056,2011,9,台中市,霧峰區,M,1,20~24,1,越南,66000,66000260,704
004,2011,9,桃園市,龍潭區,F,1,25~29,1,柬埔寨,68000,68000090,116
006,2011,10,雲林縣,斗六市,M,1,20~24,1,印尼,10009,10009010,360
004,2011,10,新竹市,北區,M,1,45~49,1,柬埔寨,10018,10018020,116
004,2011,10,新北市,板橋區,F,1,30~34,1,印尼,65000,65000010,360
004,2011,10,桃園市,平鎮區,F,1,25~29,1,印尼,68000,68000100,360
006,2011,10,桃園市,楊梅區,M,1,70+,1,中國,68000,68000040,156
006,2011,11,台東縣,台東市,M,1,35~39,1,印尼,10014,10014010,360
004,2011,11,台北市,松山區,F,1,25~29,1,印尼,63000,63000010,360
056,2011,11,高雄市,前鎮區,M,1,15~19,1,中國,64000,64000090,156
004,2011,11,新北市,永和區,F,1,25~29,1,印尼,65000,65000040,360
055,2011,11,台中市,潭子區,M,1,20~24,1,法國,66000,66000170,250
056,2011,11,台中市,霧峰區,M,1,25~29,1,越南,66000,66000260,704
056,2011,11,台南市,安平區,F,1,45~49,1,德國,67000,67000360,276
002a,2011,11,台南市,新營區,F,1,25~29,1,印尼,67000,67000010,360
006,2011,11,台南市,永康區,F,1,30~34,1,越南,67000,67000310,704
004,2011,11,桃園市,中壢區,F,1,30~34,1,印尼,68000,68000020,360
070e,2011,11,桃園市,桃園區,M,1,50~54,1,中國,68000,68000010,156
006,2011,11,桃園市,楊梅區,M,1,25~29,1,印尼,68000,68000040,360
006,2011,12,屏東縣,麟洛鄉,F,1,25~29,1,印尼,10013,10013070,360
0701,2011,12,台北市,松山區,M,1,30~34,1,泰國,63000,63000010,764
056,2011,12,高雄市,三民區,F,1,45~49,1,柬埔寨,64000,64000050,116
056,2011,12,高雄市,三民區,F,1,45~49,1,柬埔寨,64000,64000051,116
056,2011,12,高雄市,三民區,F,1,45~49,1,柬埔寨,64000,64000052,116
004,2011,12,新北市,三重區,F,1,30~34,2,印尼,65000,65000020,360
004,2011,12,新北市,新店區,F,1,30~34,1,印尼,65000,65000060,360
004,2011,12,新北市,永和區,F,1,25~29,1,印尼,65000,65000040,360
0412,2011,12,台中市,南屯區,M,1,45~49,1,中國,66000,66000070,156
056,2011,12,台中市,梧棲區,M,1,25~29,1,越南,66000,66000140,704
006,2011,12,台中市,西區,F,1,30~34,1,印尼,66000,66000040,360
056,2011,12,桃園市,中壢區,F,1,20~24,1,越南,68000,68000020,704
006,2011,12,桃園市,大溪區,F,1,25~29,1,印尼,68000,68000030,360
084,2011,12,桃園市,楊梅區,M,1,30~34,1,泰國,68000,68000040,764
0701,2011,13,新竹縣,竹東鎮,M,1,30~34,1,菲律賓,10004,10004020,608
006,2011,13,彰化縣,田尾鄉,F,1,20~24,1,越南,10007,10007210,704
004,2011,13,台北市,士林區,F,1,25~29,1,印尼,63000,63000110,360
002,2011,13,台北市,士林區,F,1,60~64,1,寮國,63000,63000110,418
056,2011,13,台北市,大安區,F,1,45~49,1,阿聯,63000,63000030,784
001,2011,13,高雄市,阿蓮區,F,1,25~29,1,馬來西亞,64000,64000230,458
004,2011,13,新北市,五股區,F,1,25~29,1,中國,65000,65000150,156
006,2011,13,新北市,新店區,M,1,35~39,1,馬爾地夫,65000,65000060,462
061,2011,13,台中市,大里區,F,1,35~39,1,印尼,66000,66000280,360
056,2011,13,台中市,龍井區,F,1,30~34,1,越南,66000,66000250,704
025,2011,13,台南市,南區,M,1,35~39,1,泰國,67000,67000330,764
084,2011,13,桃園市,八德區,M,1,50~54,1,宏都拉斯,68000,68000080,340
004,2011,14,宜蘭縣,冬山鄉,M,1,25~29,1,印尼,10002,10002080,360
004,2011,14,彰化縣,和美鎮,M,1,30~34,1,中國,10007,10007030,156
061,2011,14,彰化縣,田中鎮,F,1,70+,1,越南,10007,10007120,704
004,2011,14,基隆市,中正區,F,1,30~34,1,印尼,10017,10017010,360
056,2011,14,台北市,內湖區,M,1,55~59,1,中國,63000,63000100,156
030,2011,14,高雄市,大寮區,M,1,25~29,1,印尼,64000,64000140,360
056,2011,14,高雄市,楠梓區,F,1,25~29,1,越南,64000,64000040,704
0701,2011,14,新北市,土城區,F,1,30~34,1,其他,65000,65000130,OTH
056,2011,14,新北市,新莊區,M,1,30~34,1,中國,65000,65000050,156
061,2011,14,台中市,南屯區,F,1,25~29,1,印尼,66000,66000070,360
4828,2011,15,彰化縣,二林鎮,M,1,70+,1,中國,10007,10007200,156
061,2011,15,嘉義縣,鹿草鄉,F,1,25~29,1,越南,10010,10010110,704
056,2011,15,高雄市,楠梓區,F,1,15~19,1,越南,64000,64000040,704
070e,2011,15,新北市,新店區,M,1,50~54,1,中國,65000,65000060,156
006,2011,15,新北市,新莊區,M,1,30~34,1,印尼,65000,65000050,360
056,2011,15,台中市,北區,M,1,40~44,1,越南,66000,66000050,704
004,2011,15,桃園市,桃園區,M,1,20~24,1,菲律賓,68000,68000010,608
006,2011,15,桃園市,龍潭區,F,1,20~24,1,印尼,68000,68000090,360
006,2011,16,嘉義市,西區,F,1,25~29,1,印尼,10020,10020020,360
004,2011,16,台北市,內湖區,M,1,25~29,1,印度,63000,63000100,356
056,2011,16,新北市,永和區,F,1,45~49,1,越南,65000,65000040,704
056,2011,16,新北市,汐止區,F,1,25~29,1,越南,65000,65000110,704
006,2011,16,新北市,萬里區,M,1,25~29,1,印尼,65000,65000280,360
084,2011,16,台南市,北區,M,1,25~29,1,印尼,67000,67000340,360
006,2011,16,台南市,歸仁區,F,1,30~34,1,印尼,67000,67000280,360
004,2011,16,桃園市,中壢區,M,1,35~39,1,印尼,68000,68000020,360
004,2011,17,宜蘭縣,羅東鎮,F,1,20~24,1,印尼,10002,10002020,360
006,2011,17,南投縣,草屯鎮,F,1,25~29,1,印尼,10008,10008030,360
004,2011,17,新北市,中和區,F,1,25~29,1,印尼,65000,65000030,360
006,2011,17,新北市,板橋區,F,1,30~34,1,印尼,65000,65000010,360
056,2011,17,新北市,汐止區,F,1,45~49,1,越南,65000,65000110,704
0703,2011,17,台中市,南屯區,M,1,35~39,1,中國,66000,66000070,156
0701,2011,17,台中市,龍井區,F,1,20~24,1,印度,66000,66000250,356
004,2011,17,桃園市,大園區,M,1,25~29,1,泰國,68000,68000060,764
004,2011,18,宜蘭縣,蘇澳鎮,M,1,25~29,1,印尼,10002,10002030,360
004,2011,18,台北市,中正區,M,1,25~29,1,印尼,63000,63000050,360
0703,2011,18,高雄市,三民區,M,1,35~39,1,中國,64000,64000050,156
0703,2011,18,高雄市,三民區,M,1,35~39,1,中國,64000,64000051,156
0703,2011,18,高雄市,三民區,M,1,35~39,1,中國,64000,64000052,156
0701,2011,18,高雄市,小港區,M,1,25~29,1,泰國,64000,64000110,764
004,2011,18,新北市,三重區,M,1,25~29,1,孟加拉國,65000,65000020,050
0701,2011,18,台中市,南區,F,1,20~24,1,印度,66000,66000030,356
004,2011,18,台中市,外埔區,F,1,20~24,1,柬埔寨,66000,66000210,116
004,2011,18,桃園市,中壢區,M,1,35~39,1,印度,68000,68000020,356
006,2011,18,桃園市,桃園區,F,1,20~24,1,印尼,68000,68000010,360
006,2011,18,桃園市,龜山區,M,1,35~39,1,中國,68000,68000070,156
056,2011,18,桃園市,龜山區,M,1,55~59,1,越南,68000,68000070,704
004,2011,19,新北市,新店區,F,1,30~34,1,越南,65000,65000060,704
006,2011,19,台中市,太平區,M,1,25~29,1,印尼,66000,66000270,360
0701,2011,19,台中市,梧棲區,M,1,25~29,1,印度,66000,66000140,356
004,2011,19,台中市,烏日區,F,1,35~39,1,印尼,66000,66000230,360
006,2011,19,桃園市,大園區,M,1,25~29,1,菲律賓,68000,68000060,608
006,2011,19,桃園市,大園區,M,1,30~34,1,印尼,68000,68000060,360
004,2011,20,台北市,士林區,F,1,25~29,1,印尼,63000,63000110,360
