確定病名,建檔年份,建檔週別,縣市,鄉鎮,性別,非本國籍,年齡層,確定病例數,縣市別代碼,鄉鎮別代碼
010m,2022,51,苗栗縣,頭份市,F,0,30~34,1,10005,10005050
010m,2022,51,台中市,烏日區,M,0,60~64,1,66000,66000230
010m,2022,52,南投縣,埔里鎮,M,0,65~69,1,10008,10008020
010m,2022,52,新北市,汐止區,M,0,35~39,1,65000,65000110
010m,2022,52,台中市,豐原區,M,0,70+,1,66000,66000090
010m,2023,1,新北市,三峽區,M,0,70+,1,65000,65000090
010m,2023,1,新北市,新店區,M,0,70+,1,65000,65000060
010m,2023,1,新北市,板橋區,F,1,50~54,1,65000,65000010
010m,2023,1,桃園市,龜山區,M,1,20~24,1,68000,68000070
010m,2023,2,彰化縣,大村鄉,M,0,70+,1,10007,10007130
010m,2023,3,台北市,文山區,F,0,15~19,1,63000,63000080
010m,2023,3,台北市,文山區,F,0,15~19,1,63000,63000081
010m,2023,3,台北市,文山區,F,0,15~19,1,63000,63000082
010m,2023,5,南投縣,仁愛鄉,M,0,50~54,1,10008,10008130
010m,2023,5,雲林縣,麥寮鄉,M,0,60~64,1,10009,10009130
010m,2023,5,花蓮縣,壽豐鄉,M,0,65~69,1,10015,10015060
010m,2023,5,基隆市,信義區,F,0,45~49,1,10017,10017070
010m,2023,5,高雄市,楠梓區,M,0,65~69,1,64000,64000040
010m,2023,5,台南市,永康區,F,1,35~39,1,67000,67000310
010m,2023,6,桃園市,桃園區,F,0,65~69,1,68000,68000010
010m,2023,7,宜蘭縣,宜蘭市,M,0,65~69,1,10002,10002010
010m,2023,8,花蓮縣,花蓮市,M,0,45~49,1,10015,10015010
010m,2023,8,新北市,淡水區,M,0,50~54,1,65000,65000100
010m,2023,8,台南市,仁德區,M,0,60~64,1,67000,67000270
010m,2023,10,台北市,信義區,F,0,40~44,1,63000,63000020
010m,2023,10,高雄市,小港區,M,0,60~64,1,64000,64000110
010m,2023,10,新北市,土城區,M,0,70+,1,65000,65000130
010m,2023,11,桃園市,八德區,M,0,70+,1,68000,68000080
010m,2023,12,雲林縣,西螺鎮,F,0,60~64,1,10009,10009040
010m,2023,12,新北市,新店區,M,0,60~64,1,65000,65000060
010m,2023,16,花蓮縣,秀林鄉,F,0,45~49,1,10015,10015110
010m,2023,16,台北市,內湖區,M,0,70+,1,63000,63000100
010m,2023,16,台中市,北屯區,M,0,70+,1,66000,66000080
010m,2023,17,高雄市,六龜區,M,0,50~54,1,64000,64000320
010m,2023,21,澎湖縣,馬公市,F,1,55~59,1,10016,10016010
010m,2023,21,桃園市,平鎮區,M,0,60~64,1,68000,68000100
010m,2023,21,桃園市,桃園區,F,0,50~54,1,68000,68000010
010m,2023,22,桃園市,八德區,M,0,70+,1,68000,68000080
010m,2023,23,花蓮縣,富里鄉,F,0,65~69,1,10015,10015100
010m,2023,24,台北市,信義區,F,0,20~24,1,63000,63000020
010m,2023,24,新北市,永和區,M,0,70+,1,65000,65000040
010m,2023,26,桃園市,大溪區,F,0,70+,1,68000,68000030
010m,2023,26,桃園市,龜山區,M,0,50~54,1,68000,68000070
010m,2023,27,嘉義市,東區,M,0,50~54,1,10020,10020010
010m,2023,28,屏東縣,竹田鄉,M,0,55~59,1,10013,10013140
010m,2023,29,台中市,東勢區,M,0,60~64,1,66000,66000100
010m,2023,30,宜蘭縣,員山鄉,F,0,40~44,1,10002,10002070
010m,2023,30,新竹市,北區,M,0,70+,1,10018,10018020
010m,2023,31,新北市,鶯歌區,M,1,20~24,1,65000,65000080
010m,2023,32,花蓮縣,秀林鄉,M,0,60~64,1,10015,10015110
010m,2023,32,台南市,安定區,F,0,50~54,1,67000,67000210
010m,2023,35,彰化縣,秀水鄉,F,0,70+,1,10007,10007070
010m,2023,35,台南市,永康區,M,0,70+,1,67000,67000310
010m,2023,36,彰化縣,大村鄉,M,0,70+,1,10007,10007130
010m,2023,37,宜蘭縣,壯圍鄉,M,0,35~39,1,10002,10002060
010m,2023,39,新北市,新莊區,M,0,70+,1,65000,65000050
010m,2023,40,彰化縣,秀水鄉,F,0,70+,1,10007,10007070
010m,2023,40,嘉義縣,民雄鄉,M,0,55~59,1,10010,10010050
010m,2023,40,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
010m,2023,41,高雄市,苓雅區,M,0,70+,1,64000,64000080
010m,2023,42,高雄市,路竹區,F,1,20~24,1,64000,64000240
010m,2023,42,新北市,中和區,M,0,70+,1,65000,65000030
010m,2023,43,南投縣,埔里鎮,M,0,55~59,1,10008,10008020
010m,2023,43,新北市,新莊區,M,0,70+,1,65000,65000050
010m,2023,44,南投縣,埔里鎮,F,0,65~69,1,10008,10008020
010m,2023,44,高雄市,鳳山區,M,0,40~44,1,64000,64000120
010m,2023,44,台南市,麻豆區,F,0,55~59,1,67000,67000070
010m,2023,45,雲林縣,大埤鄉,M,0,40~44,1,10009,10009080
010m,2023,45,嘉義市,西區,M,0,60~64,1,10020,10020020
010m,2023,45,高雄市,前鎮區,F,1,20~24,1,64000,64000090
010m,2023,45,桃園市,龜山區,F,0,70+,1,68000,68000070
010m,2023,46,新北市,永和區,M,0,70+,1,65000,65000040
010m,2023,46,台中市,東勢區,M,0,70+,1,66000,66000100
010m,2023,47,彰化縣,社頭鄉,F,0,70+,1,10007,10007170
010m,2023,47,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2023,48,台中市,豐原區,F,1,20~24,1,66000,66000090
010m,2023,50,雲林縣,西螺鎮,M,0,65~69,1,10009,10009040
010m,2023,50,新北市,三重區,M,0,65~69,1,65000,65000020
010m,2023,50,新北市,蘆洲區,M,0,70+,1,65000,65000140
010m,2023,50,台南市,新化區,M,0,70+,1,67000,67000180
010m,2023,52,屏東縣,內埔鄉,M,0,70+,1,10013,10013130
010m,2024,1,台南市,東山區,M,0,50~54,1,67000,67000060
010m,2024,3,台中市,豐原區,M,0,70+,1,66000,66000090
010m,2024,4,新北市,板橋區,F,0,35~39,1,65000,65000010
010m,2024,5,雲林縣,大埤鄉,M,0,70+,1,10009,10009080
010m,2024,5,基隆市,信義區,M,0,60~64,1,10017,10017070
010m,2024,5,桃園市,八德區,M,0,65~69,1,68000,68000080
010m,2024,6,台北市,中山區,M,0,70+,1,63000,63000040
010m,2024,7,高雄市,鳥松區,M,0,45~49,1,64000,64000180
010m,2024,7,台南市,新化區,M,0,65~69,1,67000,67000180
010m,2024,8,高雄市,鳳山區,M,0,50~54,1,64000,64000120
010m,2024,10,雲林縣,斗六市,M,0,45~49,1,10009,10009010
010m,2024,12,台中市,清水區,F,0,25~29,1,66000,66000120
010m,2024,13,花蓮縣,新城鄉,M,0,60~64,1,10015,10015040
010m,2024,13,高雄市,三民區,F,0,70+,1,64000,64000050
010m,2024,13,高雄市,三民區,F,0,70+,1,64000,64000051
010m,2024,13,高雄市,三民區,F,0,70+,1,64000,64000052
010m,2024,14,南投縣,仁愛鄉,F,0,70+,1,10008,10008130
010m,2024,14,桃園市,桃園區,M,0,70+,1,68000,68000010
010m,2024,18,花蓮縣,秀林鄉,M,0,65~69,1,10015,10015110
010m,2024,18,台南市,安定區,M,0,50~54,1,67000,67000210
010m,2024,18,桃園市,楊梅區,M,0,70+,1,68000,68000040
010m,2024,19,宜蘭縣,員山鄉,M,0,55~59,1,10002,10002070
010m,2024,20,台南市,新化區,M,0,70+,1,67000,67000180
010m,2024,22,南投縣,埔里鎮,M,0,40~44,1,10008,10008020
010m,2024,22,台北市,北投區,M,0,60~64,1,63000,63000120
010m,2024,22,新北市,新莊區,F,0,70+,1,65000,65000050
010m,2024,22,台南市,鹽水區,M,0,70+,1,67000,67000020
010m,2024,22,桃園市,蘆竹區,M,0,70+,1,68000,68000050
010m,2024,23,基隆市,中山區,M,0,55~59,1,10017,10017050
010m,2024,23,新北市,永和區,M,0,20~24,1,65000,65000040
010m,2024,25,南投縣,中寮鄉,F,0,65~69,1,10008,10008080
010m,2024,25,花蓮縣,吉安鄉,M,0,50~54,1,10015,10015050
010m,2024,27,屏東縣,萬丹鄉,M,0,50~54,1,10013,10013050
010m,2024,27,高雄市,鳳山區,M,0,35~39,1,64000,64000120
010m,2024,27,台中市,北區,M,0,70+,1,66000,66000050
010m,2024,27,台中市,北屯區,M,0,70+,1,66000,66000080
010m,2024,27,台南市,東山區,F,0,45~49,1,67000,67000060
010m,2024,29,金門縣,金城鎮,M,0,70+,1,09020,09020010
010m,2024,29,南投縣,埔里鎮,M,0,70+,1,10008,10008020
010m,2024,29,花蓮縣,萬榮鄉,M,0,50~54,1,10015,10015120
010m,2024,29,台南市,麻豆區,M,0,70+,1,67000,67000070
010m,2024,31,台南市,東區,M,0,60~64,1,67000,67000320
010m,2024,33,南投縣,仁愛鄉,F,0,70+,1,10008,10008130
010m,2024,34,桃園市,大園區,M,0,65~69,1,68000,68000060
010m,2024,35,彰化縣,員林市,F,0,70+,1,10007,10007100
010m,2024,36,花蓮縣,吉安鄉,M,0,70+,1,10015,10015050
010m,2024,36,台中市,東區,M,0,45~49,1,66000,66000020
010m,2024,37,彰化縣,二林鎮,M,0,70+,1,10007,10007200
010m,2024,38,高雄市,苓雅區,M,0,70+,1,64000,64000080
010m,2024,39,高雄市,小港區,F,0,30~34,1,64000,64000110
010m,2024,39,新北市,中和區,M,0,70+,1,65000,65000030
010m,2024,40,台中市,南屯區,M,0,55~59,1,66000,66000070
010m,2024,42,彰化縣,彰化市,M,0,50~54,1,10007,10007010
010m,2024,42,南投縣,竹山鎮,F,0,70+,1,10008,10008040
010m,2024,43,新北市,板橋區,M,0,70+,1,65000,65000010
010m,2024,44,新北市,淡水區,M,0,70+,1,65000,65000100
010m,2024,45,高雄市,左營區,M,0,45~49,1,64000,64000030
010m,2024,46,彰化縣,和美鎮,M,0,55~59,1,10007,10007030
010m,2024,46,新北市,中和區,M,0,70+,1,65000,65000030
010m,2024,46,台南市,歸仁區,M,0,70+,1,67000,67000280
010m,2024,50,雲林縣,台西鄉,F,0,70+,1,10009,10009160
010m,2024,50,台北市,大同區,F,0,65~69,1,63000,63000060
010m,2024,50,高雄市,燕巢區,M,0,50~54,1,64000,64000210
010m,2024,50,新北市,樹林區,M,0,45~49,1,65000,65000070
010m,2024,51,屏東縣,內埔鄉,F,0,70+,1,10013,10013130
010m,2024,52,高雄市,大寮區,M,0,70+,1,64000,64000140
010m,2025,1,彰化縣,大村鄉,F,0,65~69,1,10007,10007130
010m,2025,1,桃園市,中壢區,M,0,60~64,1,68000,68000020
010m,2025,1,桃園市,蘆竹區,M,0,45~49,1,68000,68000050
010m,2025,2,台中市,西屯區,M,0,45~49,1,66000,66000060
010m,2025,3,新北市,瑞芳區,M,0,70+,1,65000,65000120
010m,2025,3,台中市,大甲區,M,0,70+,1,66000,66000110
010m,2025,4,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
010m,2025,4,南投縣,仁愛鄉,F,0,25~29,1,10008,10008130
010m,2025,4,台北市,大同區,F,0,25~29,1,63000,63000060
010m,2025,9,台北市,內湖區,M,0,55~59,1,63000,63000100
010m,2025,9,台中市,中區,M,0,70+,1,66000,66000010
010m,2025,11,台北市,北投區,M,0,70+,1,63000,63000120
010m,2025,11,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2025,11,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2025,11,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2025,11,台南市,南區,M,0,70+,1,67000,67000330
010m,2025,11,台南市,安南區,M,0,60~64,1,67000,67000350
010m,2025,13,屏東縣,泰武鄉,F,0,70+,1,10013,10013290
010m,2025,14,桃園市,楊梅區,F,0,50~54,1,68000,68000040
010m,2025,16,屏東縣,長治鄉,F,0,30~34,1,10013,10013060
010m,2025,16,台東縣,台東市,M,0,70+,1,10014,10014010
010m,2025,16,花蓮縣,花蓮市,M,0,65~69,1,10015,10015010
010m,2025,16,台中市,南屯區,M,1,40~44,1,66000,66000070
010m,2025,17,台南市,北區,F,1,20~24,1,67000,67000340
010m,2025,18,台東縣,成功鎮,F,1,30~34,1,10014,10014020
010m,2025,18,桃園市,龜山區,M,0,70+,1,68000,68000070
010m,2025,19,屏東縣,九如鄉,M,0,70+,1,10013,10013080
010m,2025,20,苗栗縣,頭份市,F,0,30~34,1,10005,10005050
010m,2025,20,屏東縣,恆春鎮,M,0,50~54,1,10013,10013040
010m,2025,20,桃園市,八德區,M,0,45~49,1,68000,68000080
010m,2025,21,花蓮縣,吉安鄉,F,0,35~39,1,10015,10015050
010m,2025,21,新北市,中和區,M,1,55~59,1,65000,65000030
010m,2025,22,新北市,林口區,F,0,50~54,1,65000,65000170
010m,2025,23,南投縣,南投市,M,0,55~59,1,10008,10008010
010m,2025,23,高雄市,三民區,F,0,65~69,1,64000,64000050
010m,2025,23,高雄市,三民區,F,0,65~69,1,64000,64000051
010m,2025,23,高雄市,三民區,F,0,65~69,1,64000,64000052
010m,2025,24,彰化縣,大村鄉,F,0,70+,1,10007,10007130
010m,2025,24,新北市,新店區,M,0,70+,1,65000,65000060
010m,2025,25,新北市,鶯歌區,M,0,45~49,1,65000,65000080
010m,2025,26,彰化縣,鹿港鎮,M,0,70+,1,10007,10007020
010m,2025,26,新北市,土城區,M,0,70+,1,65000,65000130
010m,2025,27,花蓮縣,壽豐鄉,M,0,55~59,1,10015,10015060
010m,2025,28,花蓮縣,壽豐鄉,M,0,30~34,1,10015,10015060
010m,2025,28,台北市,北投區,M,0,70+,1,63000,63000120
010m,2025,28,台南市,佳里區,M,0,70+,1,67000,67000120
010m,2025,29,南投縣,埔里鎮,F,0,70+,1,10008,10008020
010m,2025,29,台南市,安南區,M,0,50~54,1,67000,67000350
010m,2025,30,花蓮縣,壽豐鄉,M,0,50~54,1,10015,10015060
010m,2025,31,屏東縣,潮州鎮,F,0,65~69,1,10013,10013020
010m,2025,31,台中市,西區,M,1,65~69,1,66000,66000040
010m,2025,33,台北市,中正區,F,1,20~24,1,63000,63000050
010m,2025,33,新北市,淡水區,F,1,30~34,1,65000,65000100
010m,2025,34,台中市,北區,M,0,40~44,1,66000,66000050
010m,2025,35,新北市,淡水區,M,0,35~39,1,65000,65000100
010m,2025,36,台東縣,成功鎮,M,0,60~64,1,10014,10014020
010m,2025,37,台中市,北屯區,M,0,45~49,1,66000,66000080
010m,2025,38,彰化縣,員林市,F,0,55~59,1,10007,10007100
010m,2025,38,新北市,板橋區,M,0,65~69,1,65000,65000010
010m,2025,38,桃園市,八德區,F,0,60~64,1,68000,68000080
010m,2025,39,高雄市,三民區,M,0,70+,1,64000,64000050
010m,2025,39,高雄市,三民區,M,0,70+,1,64000,64000051
010m,2025,39,高雄市,三民區,M,0,70+,1,64000,64000052
010m,2025,39,新北市,土城區,M,0,60~64,1,65000,65000130
