"死亡年份","死亡月份","縣市別","性別","死亡年齡分組","個案數"
"2010","05","彰化縣","M","35-44",1
"2010","06","台中市","F","45-54",1
"2010","06","台中市","M","25-34",1
"2010","06","台中市","M","35-44",3
"2010","06","台中市","M","65以上",1
"2010","06","台北市","F","25-34",1
"2010","06","台北市","M","25-34",1
"2010","06","台北市","M","35-44",3
"2010","06","台北市","M","55-64",4
"2010","06","台南市","M","25-34",1
"2010","06","台南市","M","45-54",1
"2010","06","台南市","M","55-64",1
"2010","06","南投縣","M","45-54",1
"2010","06","桃園市","M","25-34",1
"2010","06","桃園市","M","45-54",1
"2010","06","桃園市","M","65以上",1
"2010","06","高雄市","F","25-34",1
"2010","06","高雄市","M","25-34",1
"2010","06","雲林縣","M","25-34",1
"2010","06","雲林縣","M","35-44",1
"2010","06","新北市","M","45-54",2
"2010","06","彰化縣","M","35-44",1
"2010","07","台中市","M","35-44",1
"2010","07","台中市","M","45-54",2
"2010","07","台北市","M","25-34",1
"2010","07","台北市","M","35-44",3
"2010","07","台北市","M","45-54",2
"2010","07","台北市","M","65以上",1
"2010","07","台南市","M","55-64",1
"2010","07","屏東縣","M","35-44",1
"2010","07","桃園市","F","35-44",1
"2010","07","桃園市","M","45-54",2
"2010","07","高雄市","M","45-54",4
"2010","07","高雄市","M","55-64",1
"2010","07","高雄市","M","65以上",1
"2010","07","基隆市","M","65以上",1
"2010","07","雲林縣","M","25-34",1
"2010","07","新北市","F","35-44",1
"2010","07","新北市","F","45-54",1
"2010","07","新北市","M","15-24",1
"2010","07","新北市","M","25-34",1
"2010","07","新北市","M","35-44",3
"2010","07","新北市","M","45-54",1
"2010","07","新北市","M","55-64",1
"2010","07","新竹市","M","25-34",1
"2010","07","新竹市","M","45-54",1
"2010","07","嘉義市","F","25-34",1
"2010","07","嘉義縣","M","35-44",1
"2010","07","彰化縣","M","35-44",1
"2010","07","彰化縣","M","45-54",1
"2010","08","台中市","F","55-64",1
"2010","08","台中市","M","35-44",2
"2010","08","台中市","M","45-54",1
"2010","08","台中市","M","55-64",3
"2010","08","台北市","F","55-64",2
"2010","08","台北市","M","15-24",1
"2010","08","台北市","M","25-34",1
"2010","08","台北市","M","35-44",3
"2010","08","台北市","M","65以上",2
"2010","08","台南市","M","25-34",1
"2010","08","台南市","M","35-44",2
"2010","08","台南市","M","55-64",1
"2010","08","宜蘭縣","M","55-64",1
"2010","08","屏東縣","M","45-54",1
"2010","08","桃園市","M","35-44",1
"2010","08","高雄市","M","25-34",3
"2010","08","高雄市","M","35-44",1
"2010","08","高雄市","M","45-54",3
"2010","08","高雄市","M","55-64",1
"2010","08","新北市","M","25-34",1
"2010","08","新北市","M","45-54",1
"2010","08","新北市","M","55-64",1
"2010","08","彰化縣","M","45-54",1
"2010","08","彰化縣","M","55-64",1
"2010","09","台中市","M","25-34",1
"2010","09","台中市","M","45-54",1
"2010","09","台北市","F","35-44",1
"2010","09","台北市","F","45-54",1
"2010","09","台北市","M","35-44",1
"2010","09","台北市","M","45-54",3
"2010","09","台北市","M","65以上",1
"2010","09","台南市","M","45-54",1
"2010","09","屏東縣","M","55-64",1
"2010","09","苗栗縣","M","35-44",1
"2010","09","高雄市","M","35-44",1
"2010","09","基隆市","M","35-44",1
"2010","09","雲林縣","M","35-44",4
"2010","09","雲林縣","M","45-54",1
"2010","09","新北市","M","35-44",1
"2010","09","新北市","M","45-54",1
"2010","09","新竹縣","M","15-24",1
"2010","09","彰化縣","M","25-34",1
"2010","09","彰化縣","M","35-44",1
"2010","09","彰化縣","M","55-64",1
"2010","10","台中市","M","25-34",2
"2010","10","台北市","M","25-34",2
"2010","10","台北市","M","55-64",2
"2010","10","台北市","M","65以上",2
"2010","10","台南市","F","45-54",1
"2010","10","台南市","M","45-54",1
"2010","10","台南市","M","55-64",1
"2010","10","屏東縣","M","35-44",1
"2010","10","桃園市","F","45-54",1
"2010","10","桃園市","M","25-34",2
"2010","10","高雄市","M","25-34",3
"2010","10","高雄市","M","35-44",2
"2010","10","雲林縣","M","35-44",1
"2010","10","雲林縣","M","45-54",1
"2010","10","新北市","M","25-34",3
"2010","10","新北市","M","35-44",2
"2010","10","新北市","M","45-54",2
"2010","10","彰化縣","M","35-44",1
"2010","11","台中市","F","25-34",1
"2010","11","台中市","M","25-34",1
"2010","11","台中市","M","35-44",1
"2010","11","台中市","M","45-54",3
"2010","11","台北市","M","25-34",1
"2010","11","台北市","M","35-44",3
"2010","11","台北市","M","45-54",1
"2010","11","台南市","M","45-54",1
"2010","11","台南市","M","65以上",1
"2010","11","屏東縣","M","45-54",1
"2010","11","高雄市","F","25-34",2
"2010","11","高雄市","M","25-34",2
"2010","11","高雄市","M","35-44",1
"2010","11","高雄市","M","45-54",2
"2010","11","雲林縣","M","35-44",1
"2010","11","雲林縣","M","45-54",1
"2010","11","新北市","M","45-54",1
"2010","11","嘉義縣","M","65以上",1
"2010","11","彰化縣","F","25-34",1
"2010","11","彰化縣","M","25-34",1
"2010","12","台中市","M","35-44",1
"2010","12","台北市","F","25-34",1
"2010","12","台北市","M","25-34",1
"2010","12","台北市","M","35-44",1
"2010","12","台北市","M","45-54",2
"2010","12","台南市","M","35-44",1
"2010","12","台南市","M","45-54",1
"2010","12","台南市","M","55-64",1
"2010","12","桃園市","F","55-64",1
"2010","12","桃園市","M","25-34",1
"2010","12","桃園市","M","35-44",1
"2010","12","桃園市","M","55-64",2
"2010","12","桃園市","M","65以上",1
"2010","12","高雄市","F","55-64",1
"2010","12","高雄市","M","15-24",1
"2010","12","高雄市","M","25-34",1
"2010","12","高雄市","M","35-44",1
"2010","12","高雄市","M","65以上",1
"2010","12","新北市","F","35-44",1
"2010","12","新北市","M","25-34",1
"2010","12","新北市","M","35-44",1
"2010","12","新竹市","M","35-44",1
"2010","12","新竹市","M","45-54",1
"2010","12","嘉義市","M","25-34",1
"2010","12","嘉義市","M","35-44",1
"2010","12","彰化縣","M","55-64",1
"2011","01","台中市","F","55-64",1
"2011","01","台中市","M","25-34",1
"2011","01","台中市","M","35-44",1
"2011","01","台中市","M","55-64",1
"2011","01","台中市","M","65以上",1
"2011","01","台北市","F","35-44",1
"2011","01","台北市","F","45-54",1
"2011","01","台北市","F","65以上",1
"2011","01","台北市","M","25-34",3
"2011","01","台北市","M","35-44",2
"2011","01","台北市","M","45-54",3
"2011","01","台北市","M","55-64",2
"2011","01","台南市","M","35-44",1
"2011","01","台南市","M","55-64",1
"2011","01","南投縣","M","35-44",2
"2011","01","屏東縣","M","25-34",2
"2011","01","苗栗縣","F","35-44",1
"2011","01","桃園市","M","25-34",2
"2011","01","桃園市","M","35-44",2
"2011","01","桃園市","M","45-54",1
"2011","01","桃園市","M","55-64",1
"2011","01","桃園市","M","65以上",1
"2011","01","高雄市","M","35-44",1
"2011","01","高雄市","M","45-54",2
"2011","01","雲林縣","F","25-34",1
"2011","01","雲林縣","M","55-64",1
"2011","01","新北市","M","15-24",1
"2011","01","新北市","M","35-44",3
"2011","01","新北市","M","45-54",1
"2011","01","嘉義縣","M","55-64",1
"2011","02","台中市","M","35-44",2
"2011","02","台中市","M","65以上",3
"2011","02","台北市","M","35-44",3
"2011","02","台北市","M","45-54",3
"2011","02","台北市","M","55-64",1
"2011","02","台北市","M","65以上",1
"2011","02","台東縣","M","35-44",1
"2011","02","台東縣","M","45-54",1
"2011","02","台南市","M","35-44",1
"2011","02","高雄市","M","35-44",2
"2011","02","高雄市","M","45-54",1
"2011","02","高雄市","M","55-64",1
"2011","02","基隆市","M","35-44",1
"2011","02","基隆市","M","65以上",1
"2011","02","新北市","F","45-54",1
"2011","02","新北市","M","35-44",3
"2011","02","新北市","M","45-54",4
"2011","02","新北市","M","65以上",1
"2011","02","新竹市","M","65以上",1
"2011","02","彰化縣","M","55-64",1
"2011","03","台中市","M","25-34",1
"2011","03","台中市","M","35-44",2
"2011","03","台中市","M","45-54",1
"2011","03","台中市","M","55-64",1
"2011","03","台中市","M","65以上",1
"2011","03","台北市","M","25-34",2
"2011","03","台北市","M","35-44",4
"2011","03","台北市","M","45-54",1
"2011","03","台北市","M","55-64",1
"2011","03","台南市","M","35-44",1
"2011","03","台南市","M","55-64",1
"2011","03","南投縣","M","25-34",1
"2011","03","屏東縣","M","55-64",1
"2011","03","苗栗縣","F","65以上",1
"2011","03","桃園市","M","25-34",3
"2011","03","桃園市","M","35-44",1
"2011","03","桃園市","M","45-54",1
"2011","03","高雄市","M","25-34",1
"2011","03","高雄市","M","35-44",2
"2011","03","高雄市","M","45-54",1
"2011","03","基隆市","M","35-44",1
"2011","03","雲林縣","M","35-44",1
"2011","03","新北市","M","35-44",2
"2011","03","新北市","M","45-54",2
"2011","03","新北市","M","55-64",1
"2011","03","新竹市","M","15-24",1
"2011","03","新竹市","M","35-44",2
"2011","03","新竹縣","M","25-34",1
"2011","03","新竹縣","M","65以上",1
"2011","03","彰化縣","M","55-64",1
"2011","04","台中市","M","45-54",2
"2011","04","台中市","M","65以上",1
"2011","04","台北市","M","25-34",4
"2011","04","台北市","M","45-54",2
"2011","04","台北市","M","55-64",1
"2011","04","台南市","M","25-34",1
"2011","04","台南市","M","35-44",1
"2011","04","台南市","M","55-64",1
"2011","04","南投縣","F","25-34",1
"2011","04","屏東縣","M","35-44",4
"2011","04","桃園市","M","55-64",1
"2011","04","高雄市","F","25-34",1
"2011","04","高雄市","M","35-44",2
"2011","04","高雄市","M","45-54",1
"2011","04","高雄市","M","55-64",2
"2011","04","高雄市","M","65以上",1
"2011","04","基隆市","M","35-44",1
"2011","04","雲林縣","F","25-34",1
"2011","04","雲林縣","F","45-54",1
"2011","04","雲林縣","M","45-54",2
"2011","04","新北市","M","35-44",1
"2011","04","新北市","M","45-54",1
"2011","04","新竹市","M","65以上",1
"2011","04","新竹縣","M","25-34",1
"2011","04","嘉義縣","M","55-64",1
"2011","04","彰化縣","M","35-44",3
"2011","04","彰化縣","M","45-54",1
"2011","05","台中市","M","25-34",1
"2011","05","台中市","M","35-44",1
"2011","05","台中市","M","65以上",1
"2011","05","台北市","F","45-54",1
"2011","05","台北市","M","25-34",2
"2011","05","台北市","M","35-44",4
"2011","05","台北市","M","45-54",1
"2011","05","台北市","M","55-64",2
"2011","05","台北市","M","65以上",1
"2011","05","台南市","M","15-24",1
"2011","05","台南市","M","25-34",1
"2011","05","桃園市","M","25-34",1
"2011","05","高雄市","M","25-34",2
"2011","05","高雄市","M","35-44",3
"2011","05","基隆市","M","55-64",1
"2011","05","新北市","M","45-54",2
"2011","05","新北市","M","55-64",1
"2011","05","嘉義縣","M","55-64",1
"2011","05","彰化縣","M","25-34",1
"2011","05","彰化縣","M","35-44",1
"2011","05","彰化縣","M","45-54",1
"2011","05","彰化縣","M","55-64",1
"2011","06","台中市","M","35-44",1
"2011","06","台中市","M","45-54",1
"2011","06","台中市","M","55-64",1
"2011","06","台北市","F","35-44",2
"2011","06","台北市","M","15-24",1
"2011","06","台北市","M","25-34",2
"2011","06","台北市","M","35-44",4
"2011","06","台北市","M","45-54",2
"2011","06","台北市","M","55-64",1
"2011","06","台南市","F","45-54",1
"2011","06","台南市","M","45-54",1
"2011","06","宜蘭縣","M","35-44",1
"2011","06","屏東縣","M","0-14",1
"2011","06","屏東縣","M","45-54",1
"2011","06","桃園市","F","35-44",1
"2011","06","桃園市","M","25-34",2
"2011","06","桃園市","M","35-44",1
"2011","06","高雄市","M","35-44",4
"2011","06","高雄市","M","45-54",2
"2011","06","基隆市","M","35-44",1
"2011","06","新北市","M","25-34",1
"2011","06","新北市","M","45-54",1
"2011","06","新北市","M","55-64",1
"2011","06","嘉義縣","M","35-44",1
"2011","06","彰化縣","M","35-44",3
"2011","06","彰化縣","M","45-54",1
"2011","07","台中市","F","45-54",1
"2011","07","台中市","M","25-34",2
"2011","07","台中市","M","45-54",3
"2011","07","台北市","M","25-34",4
"2011","07","台北市","M","35-44",2
"2011","07","台北市","M","45-54",2
"2011","07","台南市","M","25-34",1
"2011","07","台南市","M","35-44",1
"2011","07","台南市","M","45-54",1
"2011","07","苗栗縣","M","45-54",2
"2011","07","桃園市","M","25-34",1
"2011","07","桃園市","M","35-44",1
"2011","07","高雄市","M","15-24",1
"2011","07","高雄市","M","25-34",3
"2011","07","高雄市","M","35-44",1
"2011","07","高雄市","M","45-54",1
"2011","07","高雄市","M","55-64",1
"2011","07","高雄市","M","65以上",1
"2011","07","雲林縣","M","45-54",2
"2011","07","新北市","M","25-34",1
"2011","07","新北市","M","35-44",1
"2011","07","嘉義縣","M","25-34",1
"2011","07","嘉義縣","M","45-54",1
"2011","08","台中市","M","35-44",3
"2011","08","台中市","M","45-54",2
"2011","08","台北市","M","25-34",5
"2011","08","台北市","M","35-44",4
"2011","08","台北市","M","45-54",1
"2011","08","台北市","M","55-64",2
"2011","08","台北市","M","65以上",2
"2011","08","台南市","M","45-54",2
"2011","08","南投縣","M","35-44",2
"2011","08","南投縣","M","45-54",2
"2011","08","屏東縣","M","25-34",1
"2011","08","桃園市","M","15-24",1
"2011","08","桃園市","M","25-34",1
"2011","08","桃園市","M","35-44",1
"2011","08","桃園市","M","55-64",1
"2011","08","高雄市","M","25-34",3
"2011","08","高雄市","M","35-44",2
"2011","08","高雄市","M","45-54",3
"2011","08","新北市","M","35-44",1
"2011","08","新北市","M","45-54",3
"2011","08","新竹市","M","45-54",1
"2011","08","嘉義市","M","35-44",1
"2011","08","嘉義縣","M","45-54",1
"2011","08","彰化縣","M","45-54",1
"2011","08","彰化縣","M","55-64",1
"2011","09","台中市","M","35-44",3
"2011","09","台中市","M","65以上",1
"2011","09","台北市","M","25-34",3
"2011","09","台北市","M","35-44",2
"2011","09","台北市","M","45-54",1
"2011","09","花蓮縣","M","55-64",2
"2011","09","南投縣","F","35-44",1
"2011","09","屏東縣","M","35-44",1
"2011","09","桃園市","F","25-34",1
"2011","09","桃園市","M","25-34",2
"2011","09","桃園市","M","35-44",2
"2011","09","桃園市","M","65以上",2
"2011","09","高雄市","M","35-44",2
"2011","09","高雄市","M","45-54",2
"2011","09","高雄市","M","55-64",1
"2011","09","基隆市","M","25-34",1
"2011","09","雲林縣","F","35-44",1
"2011","09","雲林縣","M","55-64",1
"2011","09","新北市","F","25-34",1
"2011","09","新竹市","M","65以上",1
"2011","09","彰化縣","M","35-44",2
"2011","09","彰化縣","M","45-54",1
"2011","10","台中市","F","45-54",1
"2011","10","台中市","M","25-34",2
"2011","10","台中市","M","45-54",1
"2011","10","台中市","M","55-64",2
"2011","10","台北市","F","65以上",1
"2011","10","台北市","M","35-44",4
"2011","10","台北市","M","45-54",1
"2011","10","台東縣","M","45-54",1
"2011","10","台南市","M","35-44",1
"2011","10","南投縣","M","25-34",1
"2011","10","桃園市","M","15-24",1
"2011","10","桃園市","M","35-44",2
"2011","10","桃園市","M","45-54",2
"2011","10","高雄市","M","35-44",4
"2011","10","高雄市","M","65以上",2
"2011","10","雲林縣","M","35-44",2
"2011","10","新北市","M","45-54",2
"2011","10","新北市","M","55-64",1
"2011","10","新竹市","M","25-34",1
"2011","10","新竹市","M","45-54",1
"2011","10","彰化縣","M","35-44",1
"2011","10","彰化縣","M","45-54",1
"2011","10","彰化縣","M","55-64",1
"2011","11","台中市","F","45-54",1
"2011","11","台中市","M","25-34",1
"2011","11","台中市","M","35-44",1
"2011","11","台中市","M","45-54",1
"2011","11","台中市","M","65以上",2
"2011","11","台北市","F","25-34",1
"2011","11","台北市","M","35-44",3
"2011","11","台北市","M","55-64",1
"2011","11","台北市","M","65以上",2
"2011","11","台南市","M","65以上",1
"2011","11","南投縣","M","45-54",1
"2011","11","桃園市","M","25-34",1
"2011","11","高雄市","M","25-34",1
"2011","11","高雄市","M","45-54",1
"2011","11","雲林縣","M","45-54",1
"2011","11","雲林縣","M","55-64",1
"2011","11","新北市","M","25-34",1
"2011","11","新北市","M","35-44",1
"2011","11","新北市","M","45-54",1
"2011","11","新竹市","M","35-44",1
"2011","12","台中市","F","35-44",1
"2011","12","台中市","M","25-34",2
"2011","12","台中市","M","65以上",1
"2011","12","台北市","F","65以上",1
"2011","12","台北市","M","25-34",1
"2011","12","台北市","M","35-44",4
"2011","12","台北市","M","55-64",1
"2011","12","台北市","M","65以上",1
"2011","12","台南市","F","65以上",1
"2011","12","台南市","M","45-54",1
