確定病名,死亡年份,死亡月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎,2023,6,苗栗縣,西湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,彰化市,F,否,55-59,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,彰化市,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,彰化市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,彰化市,M,否,65-69,3
嚴重特殊傳染性肺炎,2023,6,彰化縣,彰化市,F,否,70+,3
嚴重特殊傳染性肺炎,2023,6,彰化縣,彰化市,M,否,70+,6
嚴重特殊傳染性肺炎,2023,6,彰化縣,鹿港鎮,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,鹿港鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,鹿港鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,6,彰化縣,鹿港鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,和美鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,北斗鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,北斗鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,北斗鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,員林市,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,員林市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,員林市,M,否,70+,4
嚴重特殊傳染性肺炎,2023,6,彰化縣,溪湖鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,溪湖鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,田中鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,田中鎮,M,否,70+,5
嚴重特殊傳染性肺炎,2023,6,彰化縣,二林鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,二林鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,伸港鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,福興鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,福興鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,福興鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,秀水鄉,F,否,35-39,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,秀水鄉,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,秀水鄉,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,秀水鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,秀水鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,花壇鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,花壇鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,大村鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,大村鄉,M,否,70+,3
嚴重特殊傳染性肺炎,2023,6,彰化縣,埔鹽鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,埔鹽鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,埔鹽鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,埔心鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,永靖鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,永靖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,永靖鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,社頭鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,田尾鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,彰化縣,埤頭鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,芳苑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,彰化縣,大城鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,南投縣,南投市,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,南投縣,南投市,F,否,70+,4
嚴重特殊傳染性肺炎,2023,6,南投縣,南投市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,南投縣,埔里鎮,M,否,70+,3
嚴重特殊傳染性肺炎,2023,6,南投縣,草屯鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,南投縣,竹山鎮,M,否,45-49,1
嚴重特殊傳染性肺炎,2023,6,南投縣,竹山鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,南投縣,竹山鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,南投縣,竹山鎮,M,否,70+,4
嚴重特殊傳染性肺炎,2023,6,南投縣,名間鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,南投縣,中寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,南投縣,魚池鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,南投縣,魚池鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,南投縣,國姓鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,南投縣,水里鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,南投縣,仁愛鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,斗六市,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,雲林縣,斗六市,M,否,70+,5
嚴重特殊傳染性肺炎,2023,6,雲林縣,斗南鎮,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,虎尾鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,虎尾鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,6,雲林縣,虎尾鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,西螺鎮,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,西螺鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,雲林縣,西螺鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,雲林縣,土庫鎮,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,土庫鎮,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,北港鎮,F,否,70+,3
嚴重特殊傳染性肺炎,2023,6,雲林縣,古坑鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,古坑鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,大埤鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,莿桐鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,林內鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,林內鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,林內鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,雲林縣,二崙鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,崙背鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,崙背鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,麥寮鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,麥寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,麥寮鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,褒忠鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,台西鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,四湖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,口湖鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,雲林縣,水林鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,朴子市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,布袋鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,布袋鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,布袋鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,嘉義縣,民雄鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,嘉義縣,溪口鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,嘉義縣,溪口鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,東石鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,太保市,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,中埔鄉,F,否,70+,4
嚴重特殊傳染性肺炎,2023,6,嘉義縣,中埔鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,嘉義縣,竹崎鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,嘉義縣,梅山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,屏東市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,屏東市,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,6,屏東縣,屏東市,F,否,70+,6
嚴重特殊傳染性肺炎,2023,6,屏東縣,屏東市,M,否,70+,10
嚴重特殊傳染性肺炎,2023,6,屏東縣,潮州鎮,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,屏東縣,潮州鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,東港鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,萬丹鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,萬丹鄉,M,否,70+,4
嚴重特殊傳染性肺炎,2023,6,屏東縣,長治鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,麟洛鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,九如鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,里港鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,里港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,高樹鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,萬巒鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,萬巒鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,內埔鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,屏東縣,內埔鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,屏東縣,竹田鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,屏東縣,新埤鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,屏東縣,枋寮鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,佳冬鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,佳冬鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,琉球鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,琉球鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,霧台鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,瑪家鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,來義鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,屏東縣,獅子鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,澎湖縣,馬公市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,澎湖縣,湖西鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,澎湖縣,白沙鄉,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,6,澎湖縣,西嶼鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,澎湖縣,望安鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,澎湖縣,望安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,花蓮市,M,否,40-44,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,花蓮市,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,花蓮縣,鳳林鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2023,6,花蓮縣,玉里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,新城鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,吉安鄉,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,吉安鄉,F,否,70+,3
嚴重特殊傳染性肺炎,2023,6,花蓮縣,吉安鄉,M,否,70+,5
嚴重特殊傳染性肺炎,2023,6,花蓮縣,壽豐鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,豐濱鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,花蓮縣,瑞穗鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,台東縣,台東市,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,6,台東縣,台東市,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,台東縣,台東市,M,否,70+,3
嚴重特殊傳染性肺炎,2023,6,台東縣,成功鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,台東縣,卑南鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,6,台東縣,卑南鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2023,6,台東縣,卑南鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,台東縣,長濱鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,金門縣,金城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2023,6,金門縣,烈嶼鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2023,6,連江縣,南竿鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台北市,松山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台北市,松山區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,松山區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,大安區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台北市,大安區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,大同區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,中山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台北市,中山區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台北市,中山區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台北市,內湖區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台北市,內湖區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,7,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台北市,內湖區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台北市,南港區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台北市,士林區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台北市,士林區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台北市,士林區,M,否,70+,6
嚴重特殊傳染性肺炎,2023,7,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台北市,北投區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台北市,信義區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台北市,信義區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,信義區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,7,台北市,中正區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台北市,萬華區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,萬華區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台北市,文山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,豐原區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,東勢區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,東勢區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,東勢區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,大甲區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,大甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,大甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,清水區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台中市,清水區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,清水區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,清水區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,梧棲區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台中市,梧棲區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,梧棲區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,后里區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,后里區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,神岡區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,神岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,潭子區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台中市,潭子區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,潭子區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,大雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,大雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,新社區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,外埔區,F,否,50-54,1
嚴重特殊傳染性肺炎,2023,7,台中市,外埔區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,大安區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,烏日區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,烏日區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,大肚區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,龍井區,F,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台中市,龍井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,霧峰區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,霧峰區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,霧峰區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,太平區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台中市,太平區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,太平區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,7,台中市,太平區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,太平區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,大里區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,7,台中市,大里區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,7,台中市,大里區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台中市,大里區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,大里區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,大里區,M,否,70+,8
嚴重特殊傳染性肺炎,2023,7,台中市,東區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,西區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台中市,南區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,北區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台中市,北區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台中市,西屯區,M,否,50-54,1
嚴重特殊傳染性肺炎,2023,7,台中市,西屯區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台中市,西屯區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,西屯區,M,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台中市,南屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,南屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台中市,南屯區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台中市,北屯區,M,否,60-64,2
嚴重特殊傳染性肺炎,2023,7,台中市,北屯區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,北屯區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台中市,北屯區,F,否,70+,4
嚴重特殊傳染性肺炎,2023,7,台中市,北屯區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台南市,新營區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,7,台南市,新營區,F,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台南市,新營區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,鹽水區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台南市,鹽水區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,白河區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台南市,白河區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,麻豆區,F,否,45-49,1
嚴重特殊傳染性肺炎,2023,7,台南市,麻豆區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台南市,麻豆區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台南市,麻豆區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,麻豆區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,佳里區,F,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台南市,佳里區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,新化區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,新化區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,7,台南市,善化區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台南市,學甲區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,柳營區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台南市,柳營區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,後壁區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,六甲區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,官田區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,西港區,F,否,40-44,1
嚴重特殊傳染性肺炎,2023,7,台南市,西港區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,七股區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,將軍區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,北門區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,新市區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,山上區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,山上區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,玉井區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,玉井區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,仁德區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台南市,歸仁區,M,否,70+,3
嚴重特殊傳染性肺炎,2023,7,台南市,關廟區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,永康區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,永康區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,7,台南市,東區,M,否,65-69,2
嚴重特殊傳染性肺炎,2023,7,台南市,東區,F,否,70+,5
嚴重特殊傳染性肺炎,2023,7,台南市,東區,M,否,70+,5
嚴重特殊傳染性肺炎,2023,7,台南市,南區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台南市,南區,M,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,中西區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台南市,中西區,M,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台南市,中西區,F,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,中西區,M,否,70+,1
嚴重特殊傳染性肺炎,2023,7,台南市,北區,F,否,65-69,1
嚴重特殊傳染性肺炎,2023,7,台南市,北區,F,否,70+,2
嚴重特殊傳染性肺炎,2023,7,台南市,北區,M,否,70+,7
嚴重特殊傳染性肺炎,2023,7,台南市,安南區,M,否,55-59,1
嚴重特殊傳染性肺炎,2023,7,台南市,安南區,M,否,60-64,1
嚴重特殊傳染性肺炎,2023,7,台南市,安南區,F,否,70+,4
